	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Outlier	Paralog1	Paralog2	WeightOutliersExcluded	WeightOutliersIncluded
AT1G55360__AT5G56530	0.8805	0.75952	1431.0	1260.0	0.26314	GF_000773	0.1176	1.8119999999999998	7.0	0.0649	False	AT5G56530	AT1G55360	0.5	0.5
AT1G55360__AT5G56530	0.8805	0.75952	1431.0	1260.0	0.26314	GF_000773	0.1176	1.8119999999999998	7.0	0.0649	False	AT5G56530	AT1G55360	0.5	0.5
AT3G49750__AT5G65830	0.42236	0.79289	1932.0	816.0	0.21306	GF_000753	0.0912	0.8588	6.0	0.1062	False	AT3G49750	AT5G65830	1.0	1.0
AT2G41340__AT3G57080	0.90833	0.7461800000000001	720.0	654.0	0.3719	GF_000793	0.15	0.8449	8.0	0.1776	False	AT2G41340	AT3G57080	1.0	1.0
AT3G09830__AT5G03320	0.56386	0.8	2208.0	1245.0	0.19024000000000002	GF_000757	0.0938	1.0522	7.0	0.0892	False	AT5G03320	AT3G09830	1.0	1.0
AT1G01540__AT4G01330	0.85064	0.80728	1647.0	1401.0	0.12175	GF_000755	0.0368	1.2167	6.0	0.0303	False	AT1G01540	AT4G01330	1.0	1.0
AT2G43230__AT3G59350	0.90604	0.8214	1341.0	1215.0	0.18357	GF_000758	0.0637	0.8554	6.0	0.0744	False	AT3G59350	AT2G43230	1.0	1.0
AT3G02700__AT5G16330	0.74675	0.70145	924.0	690.0	0.60917	GF_000770	0.2632	1.0918	8.0	0.2411	False	AT3G02700	AT5G16330	0.5	0.5
AT1G04500__AT2G33350	0.8558600000000001	0.74912	1332.0	1140.0	0.37383	GF_000779	0.1447	0.7124	6.0	0.2031	False	AT2G33350	AT1G04500	1.0	1.0
AT1G63820__AT5G41380	0.59685	0.64654	1332.0	795.0	0.69083	GF_000779	0.3429	1.3448	7.0	0.255	False	AT5G41380	AT1G63820	1.0	1.0
AT2G37760__AT3G53880	0.87115	0.64737	1071.0	933.0	0.56361	GF_000786	0.249	5.5526	8.0	0.0448	True	AT2G37760	AT3G53880	0.0	0.33333
AT1G16220__AT1G79630	0.85305	0.78782	1674.0	1428.0	0.27766	GF_000821	0.0911	0.679	7.0	0.1342	False	AT1G79630	AT1G16220	1.0	1.0
AT3G54140__AT5G01180	0.90461	0.71295	1887.0	1707.0	0.33910999999999997	GF_000799	0.1414	2.3012	6.0	0.0614	False	AT3G54140	AT5G01180	1.0	1.0
AT2G37930__AT5G01030	0.48065	0.5152899999999999	2790.0	1341.0	1.27593	GF_000782	0.5465	3.4984	7.0	0.1562	False	AT2G37930	AT5G01030	1.0	1.0
AT2G29510__AT5G59020	0.78387	0.48377	2790.0	2187.0	1.4645299999999999	GF_000782	0.4962	1.8153	8.0	0.2733	False	AT2G29510	AT5G59020	1.0	1.0
AT2G29510__AT5G59020	0.78387	0.48377	2790.0	2187.0	1.4645299999999999	GF_000782	0.4962	1.8153	8.0	0.2733	False	AT2G29510	AT5G59020	1.0	1.0
AT2G37930__AT5G59020	0.49355	0.44298999999999994	2790.0	1377.0	1.9487	GF_000782	0.7172	2.9426	9.0	0.2437	True	AT2G37930	AT5G59020	0.0	0.25
AT5G01030__AT5G59020	0.73011	0.43692	2790.0	2037.0	2.02605	GF_000782	0.7543	2.3074	9.0	0.3269	True	AT5G01030	AT5G59020	0.0	0.25
AT4G35380__AT4G38200	0.77323	0.69463	6522.0	5043.0	0.39604	GF_000813	0.1854	1.9942	6.0	0.09300000000000001	False	AT4G38200	AT4G35380	1.0	1.0
AT1G24150__AT1G70140	0.5635600000000001	0.75048	3705.0	2088.0	0.30191	GF_000774	0.1458	1.0375	6.0	0.1405	False	AT1G70140	AT1G24150	1.0	1.0
AT1G24150__AT1G59910	0.51822	0.57292	3705.0	1920.0	0.8407100000000001	GF_000774	0.4033	4.0355	7.0	0.0999	True	AT1G59910	AT1G24150	0.0	0.5
AT1G53380__AT3G14870	0.74624	0.7829999999999999	1797.0	1341.0	0.29436999999999997	GF_000834	0.1125	1.2905	7.0	0.0872	False	AT3G14870	AT1G53380	1.0	1.0
AT2G29650__AT3G46980	0.8674700000000001	0.46296000000000004	1743.0	1512.0	1.7602400000000002	GF_000798	0.6213	12.6627	9.0	0.0491	True	AT2G29650	AT3G46980	0.0	0.25
AT1G48770__AT3G18295	0.50862	0.6817300000000001	1044.0	531.0	0.65009	GF_000791	0.2873	1.1864	6.0	0.2421	False	AT1G48770	AT3G18295	1.0	1.0
AT5G08610__AT5G63630	0.73854	0.7672800000000001	2880.0	2127.0	0.37709000000000004	GF_000784	0.1694	0.687	8.0	0.2465	False	AT5G63630	AT5G08610	0.5	0.5
AT5G14360__AT5G40630	0.40157	0.60349	1143.0	459.0	0.70043	GF_000785	0.2489	1.8454	6.0	0.1349	False	AT5G14360	AT5G40630	1.0	1.0
AT5G07220__AT5G62100	0.74541	0.7370899999999999	1143.0	852.0	0.4867	GF_000785	0.2033	0.7094	7.0	0.2865	False	AT5G62100	AT5G07220	1.0	1.0
AT4G18150__AT5G46380	0.5818	0.50849	2934.0	1707.0	1.37983	GF_000839	0.7336	2.2305	8.0	0.3289	False	AT5G46380	AT4G18150	1.0	1.0
AT2G43160__AT3G59290	0.8087300000000001	0.80138	3231.0	2613.0	0.29206	GF_000849	0.064	0.5604	8.0	0.1142	False	AT3G59290	AT2G43160	1.0	1.0
AT2G44450__AT3G60130	0.9637399999999999	0.7518199999999999	1572.0	1515.0	0.42362	GF_000790	0.1859	1.0164	9.0	0.1829	False	AT3G60130	AT2G44450	0.25	0.25
AT2G19720__AT4G29430	0.9485299999999999	0.8604700000000001	408.0	387.0	0.07914	GF_000797	0.037000000000000005	0.7753	6.0	0.0478	False	AT4G29430	AT2G19720	1.0	1.0
AT1G07770__AT5G59850	0.95588	0.8512799999999999	408.0	390.0	0.0	GF_000797	0.0022	2.2183	7.0	0.001	False	AT5G59850	AT1G07770	1.0	1.0
AT3G46040__AT5G59850	0.95588	0.89744	408.0	390.0	0.01594	GF_000797	0.0067	0.7811	8.0	0.0085	False	AT5G59850	AT3G46040	0.5	0.5
AT2G39590__AT5G59850	0.95588	0.77436	408.0	390.0	0.09229	GF_000797	0.0436	7.3446	9.0	0.0059	True	AT2G39590	AT5G59850	0.0	0.33333
AT1G09575__AT1G57610	0.77507	0.76923	1107.0	858.0	0.30419	GF_000805	0.1522	1.3983	6.0	0.1088	False	AT1G57610	AT1G09575	1.0	1.0
AT3G02380__AT5G15840	0.80094	0.74561	1281.0	1026.0	0.5092800000000001	GF_000806	0.215	0.541	9.0	0.3974	False	AT3G02380	AT5G15840	0.5	0.5
AT2G46530__AT3G61830	0.67347	0.7497199999999999	2646.0	1782.0	0.397	GF_000795	0.1738	0.8348	7.0	0.2082	False	AT2G46530	AT3G61830	1.0	1.0
AT1G55310__AT3G13570	0.25049	0.78125	3066.0	768.0	0.23505	GF_000794	0.1459	0.8222	6.0	0.1774	False	AT3G13570	AT1G55310	1.0	1.0
AT1G21080__AT1G76700	0.7349600000000001	0.8380200000000001	1596.0	1173.0	0.16729000000000002	GF_000841	0.0636	0.7903	7.0	0.0805	False	AT1G21080	AT1G76700	1.0	1.0
AT1G17420__AT1G72520	0.95525	0.79993	2883.0	2754.0	0.18085	GF_000820	0.0771	0.9555	7.0	0.0807	False	AT1G72520	AT1G17420	1.0	1.0
AT1G20120__AT1G75880	0.66427	0.58739	1671.0	1110.0	1.08162	GF_000801	0.473	1.5013	10.0	0.3151	False	AT1G75880	AT1G20120	0.11110999999999999	0.11110999999999999
AT1G54000__AT3G14210	0.86577	0.71318	1341.0	1161.0	0.4778	GF_000804	0.1885	1.1274	8.0	0.1672	False	AT3G14210	AT1G54000	0.33333	0.33333
AT3G22750__AT4G14780	0.50207	0.8022	2175.0	1092.0	0.23626	GF_000809	0.1006	0.9791	6.0	0.1027	False	AT4G14780	AT3G22750	1.0	1.0
AT3G22750__AT3G63260	0.5213800000000001	0.65785	2175.0	1134.0	0.5282100000000001	GF_000809	0.2066	8.1895	7.0	0.0252	True	AT3G22750	AT3G63260	0.0	0.5
AT2G19170__AT4G30020	0.92195	0.83845	2652.0	2445.0	0.12784	GF_000824	0.0626	0.8227	6.0	0.0761	False	AT2G19170	AT4G30020	1.0	1.0
AT4G20430__AT5G44530	0.94683	0.7901199999999999	2652.0	2511.0	0.28110999999999997	GF_000824	0.1259	0.7958	7.0	0.1582	False	AT5G44530	AT4G20430	1.0	1.0
AT1G48040__AT3G17250	0.85714	0.73192	1323.0	1134.0	0.41644	GF_000823	0.1855	1.3589	8.0	0.1365	False	AT3G17250	AT1G48040	1.0	1.0
AT3G22170__AT4G15090	0.8860600000000001	0.6192300000000001	2712.0	2403.0	0.7770100000000001	GF_000807	0.2749	3.8983	6.0	0.0705	False	AT4G15090	AT3G22170	1.0	1.0
AT2G32250__AT3G22170	0.8506600000000001	0.5587300000000001	2712.0	2307.0	1.2315399999999999	GF_000807	0.3715	8.9885	9.0	0.0413	True	AT2G32250	AT3G22170	0.0	0.25
AT2G39430__AT3G55230	0.65171	0.7562800000000001	1404.0	915.0	0.23696	GF_000840	0.091	1.3384	7.0	0.068	False	AT2G39430	AT3G55230	1.0	1.0
AT2G39430__AT3G55230	0.65171	0.7562800000000001	1404.0	915.0	0.23696	GF_000840	0.091	1.3384	7.0	0.068	False	AT2G39430	AT3G55230	1.0	1.0
AT1G07730__AT2G28670	0.8312	0.6966600000000001	1404.0	1167.0	0.36278	GF_000840	0.0796	1.6563	8.0	0.0481	False	AT1G07730	AT2G28670	1.0	1.0
AT1G17340__AT3G14205	0.43843000000000004	0.5866100000000001	5214.0	2286.0	0.9812799999999999	GF_000817	0.4455	1.9462	8.0	0.2289	True	AT3G14205	AT1G17340	0.0	0.5
AT1G17340__AT3G14205	0.43843000000000004	0.5866100000000001	5214.0	2286.0	0.9812799999999999	GF_000817	0.4455	1.9462	8.0	0.2289	True	AT3G14205	AT1G17340	0.0	0.5
AT4G18650__AT5G45830	0.76159	0.4058	906.0	690.0	2.3805099999999997	GF_000838	0.7308	65.0627	10.0	0.0112	True	AT4G18650	AT5G45830	0.0	0.125
AT1G11670__AT1G61890	0.8620700000000001	0.79933	1740.0	1500.0	0.17875	GF_000826	0.0879	0.9952	7.0	0.0883	False	AT1G11670	AT1G61890	1.0	1.0
AT1G11670__AT4G21903	0.8620700000000001	0.648	1740.0	1500.0	0.6598	GF_000826	0.2821	2.1346	8.0	0.1322	False	AT4G21903	AT1G11670	0.25	0.25
AT1G61890__AT4G21903	0.8569	0.6371600000000001	1740.0	1491.0	0.63355	GF_000826	0.2806	3.7911	8.0	0.07400000000000001	False	AT4G21903	AT1G61890	0.25	0.25
AT3G49390__AT5G24440	0.76755	0.6834899999999999	1239.0	951.0	0.79286	GF_000875	0.3308	0.7734	6.0	0.4277	False	AT5G24440	AT3G49390	1.0	1.0
AT1G53650__AT3G14450	0.75061	0.75376	1239.0	930.0	0.44561999999999996	GF_000875	0.20800000000000002	0.8404	7.0	0.2475	False	AT3G14450	AT1G53650	1.0	1.0
AT1G32790__AT4G10610	0.81114	0.7522399999999999	1239.0	1005.0	0.33695	GF_000875	0.1549	1.1162	8.0	0.1387	False	AT4G10610	AT1G32790	1.0	1.0
AT1G44130__AT1G77480	0.7337	0.64691	1656.0	1215.0	0.74082	GF_000811	0.3093	1.8329	6.0	0.1688	False	AT1G77480	AT1G44130	1.0	1.0
AT5G07170__AT5G62240	0.42066000000000003	0.6189100000000001	2439.0	1026.0	0.8399200000000001	GF_000870	0.4541	1.0417	7.0	0.4359	False	AT5G07170	AT5G62240	1.0	1.0
AT4G11990__AT4G22860	0.5916399999999999	0.7491300000000001	2439.0	1443.0	0.43998000000000004	GF_000870	0.2095	0.7224	8.0	0.2899	False	AT4G22860	AT4G11990	1.0	1.0
AT4G11010__AT4G23895	0.5031800000000001	0.8270000000000001	1413.0	711.0	0.13633	GF_000815	0.0416	0.7014	7.0	0.0593	False	AT4G11010	AT4G23895	0.5	0.5
AT1G53160__AT3G15270	0.17332999999999998	0.77318	2925.0	507.0	0.46733	GF_000874	0.1776	0.6572	7.0	0.2702	False	AT1G53160	AT3G15270	1.0	1.0
AT1G12270__AT1G62740	0.9596	0.8222200000000001	1782.0	1710.0	0.20025	GF_000818	0.08800000000000001	1.1989	7.0	0.0734	False	AT1G62740	AT1G12270	1.0	1.0
AT3G05640__AT3G16800	0.31111	0.61905	3375.0	1050.0	0.62175	GF_000822	0.3373	2.6269	8.0	0.1284	True	AT3G16800	AT3G05640	0.0	0.5
AT3G02210__AT5G15630	0.9206	0.6674399999999999	1398.0	1287.0	0.60664	GF_000814	0.1823	2.2137	9.0	0.0823	True	AT5G15630	AT3G02210	0.0	0.25
AT1G04470__AT2G33420	0.83795	0.78976	3684.0	3087.0	0.17265	GF_000819	0.0851	0.9748	7.0	0.0873	False	AT2G33420	AT1G04470	1.0	1.0
AT4G19970__AT5G44820	0.45145	0.7514	2379.0	1074.0	0.3261	GF_000831	0.1262	0.9604	6.0	0.1314	False	AT5G44820	AT4G19970	1.0	1.0
AT1G14590__AT2G02061	0.48172	0.72949	2379.0	1146.0	0.46152	GF_000831	0.1609	0.98	7.0	0.1642	False	AT2G02061	AT1G14590	1.0	1.0
AT1G17430__AT1G72620	0.87302	0.80101	1134.0	990.0	0.25642	GF_000851	0.1264	0.6483	7.0	0.195	False	AT1G72620	AT1G17430	1.0	1.0
AT1G24170__AT1G70090	0.9388799999999999	0.81597	1227.0	1152.0	0.16451	GF_000855	0.0675	0.8688	7.0	0.0776	False	AT1G70090	AT1G24170	1.0	1.0
AT1G74920__AT3G48170	0.78159	0.76048	1923.0	1503.0	0.2348	GF_000904	0.105	2.6249	6.0	0.04	False	AT1G74920	AT3G48170	1.0	1.0
AT1G13050__AT3G26350	0.8328899999999999	0.71975	1131.0	942.0	0.45743	GF_000863	0.1883	0.7805	6.0	0.2413	False	AT3G26350	AT1G13050	1.0	1.0
AT4G26490__AT5G56050	0.70822	0.6853899999999999	1131.0	801.0	0.63546	GF_000863	0.2047	1.0801	8.0	0.1895	False	AT5G56050	AT4G26490	1.0	1.0
AT3G06340__AT5G18710	0.01029	0.36667	2916.0	30.0	1.26891	GF_000848	4.1177	53.3134	10.0	0.0772	True	AT5G18710	AT3G06340	0.0	0.125
AT3G11520__AT5G06150	0.5486	0.73625	2253.0	1236.0	0.37735	GF_000860	0.1546	1.0924	7.0	0.1415	False	AT3G11520	AT5G06150	0.5	0.5
AT5G09610__AT5G64490	0.35496	0.39247	1572.0	558.0	2.57003	GF_000872	1.0992	8.3357	10.0	0.1319	True	AT5G09610	AT5G64490	0.0	0.2
AT1G11540__AT1G61740	0.7205600000000001	0.7691600000000001	1503.0	1083.0	0.41938000000000003	GF_000859	0.1896	0.605	8.0	0.3134	False	AT1G61740	AT1G11540	1.0	1.0
AT1G16705__AT1G79000	0.06885	0.66927	5577.0	384.0	0.60947	GF_000846	0.3667	1.4164	6.0	0.2589	False	AT1G16705	AT1G79000	1.0	1.0
AT1G55970__AT3G12980	0.75955	0.68839	5577.0	4236.0	0.68414	GF_000846	0.4157	67.3755	8.0	0.0062	True	AT1G55970	AT3G12980	0.0	1.0
AT1G79000__AT3G12980	0.87735	0.60331	5577.0	4893.0	0.8360799999999999	GF_000846	0.457	2.186	9.0	0.2091	True	AT1G79000	AT3G12980	0.0	0.16667
AT3G03660__AT5G17810	0.6357	0.77051	1227.0	780.0	0.32652	GF_000877	0.0679	0.9005	8.0	0.0754	False	AT3G03660	AT5G17810	1.0	1.0
AT1G16820__AT1G78900	0.13229000000000002	0.51971	2109.0	279.0	1.0520399999999999	GF_000896	0.6945	1.8177	6.0	0.3821	False	AT1G16820	AT1G78900	1.0	1.0
AT5G05830__AT5G59000	0.6246	0.4715	927.0	579.0	1.70478	GF_000850	0.5753	10.3117	7.0	0.0558	True	AT5G05830	AT5G59000	0.0	1.0
AT5G01070__AT5G59000	0.61165	0.4515	927.0	567.0	1.8969	GF_000850	0.5971	81.0056	8.0	0.0074	True	AT5G01070	AT5G59000	0.0	0.5
AT2G37950__AT5G01070	0.61165	0.5097	927.0	567.0	1.37765	GF_000850	0.5144	14.182	9.0	0.0363	True	AT2G37950	AT5G01070	0.0	0.33333
AT2G37950__AT5G59000	0.59223	0.4827	927.0	549.0	1.70649	GF_000850	0.5692	66.1824	9.0	0.0086	True	AT2G37950	AT5G59000	0.0	0.33333
AT1G64065__AT2G46150	0.8433700000000001	0.45714	747.0	630.0	1.7245	GF_000867	0.9816	5.6023	8.0	0.1752	True	AT2G46150	AT1G64065	0.0	0.5
AT1G64065__AT2G46150	0.8433700000000001	0.45714	747.0	630.0	1.7245	GF_000867	0.9816	5.6023	8.0	0.1752	True	AT2G46150	AT1G64065	0.0	0.5
AT2G46150__AT4G23610	0.85141	0.43711000000000005	747.0	636.0	1.98453	GF_000867	0.9862	62.9206	9.0	0.0157	True	AT4G23610	AT2G46150	0.0	0.33333
AT1G64065__AT4G23610	0.8554200000000001	0.43662	747.0	639.0	2.38923	GF_000867	1.0415	23.5344	9.0	0.0443	True	AT4G23610	AT1G64065	0.0	0.33333
AT1G55120__AT3G13784	0.88871	0.7263	1887.0	1677.0	0.46601000000000004	GF_000862	0.2013	1.0196	7.0	0.1974	False	AT3G13784	AT1G55120	1.0	1.0
AT3G02493__AT5G16023	0.88235	0.72593	153.0	135.0	0.50575	GF_000878	0.1955	0.826	6.0	0.2367	False	AT5G16023	AT3G02493	1.0	1.0
AT1G68825__AT3G25717	0.76471	0.71795	153.0	117.0	0.52983	GF_000878	0.1728	1.6465	8.0	0.1049	False	AT1G68825	AT3G25717	0.5	0.5
AT1G67265__AT1G68825	0.76471	0.70085	153.0	117.0	0.7774	GF_000878	0.2894	1.5465	9.0	0.1871	False	AT1G67265	AT1G68825	0.33333	0.33333
AT3G02830__AT5G16540	0.51791	0.76753	2010.0	1041.0	0.32484	GF_000873	0.1343	0.9085	6.0	0.1478	False	AT5G16540	AT3G02830	1.0	1.0
AT1G19540__AT1G75280	0.91369	0.7068399999999999	1008.0	921.0	0.47568	GF_000894	0.214	1.5808	8.0	0.1354	False	AT1G19540	AT1G75280	0.33333	0.33333
AT1G19540__AT4G34540	0.8958299999999999	0.56589	1008.0	903.0	1.10027	GF_000894	0.467	62.6456	10.0	0.0075	True	AT4G34540	AT1G19540	0.0	0.2
AT1G75280__AT4G34540	0.90179	0.58196	1008.0	909.0	0.93347	GF_000894	0.4403	62.0933	10.0	0.0071	True	AT4G34540	AT1G75280	0.0	0.2
AT1G75280__AT4G34540	0.90179	0.58196	1008.0	909.0	0.93347	GF_000894	0.4403	62.0933	10.0	0.0071	True	AT4G34540	AT1G75280	0.0	0.2
AT4G27320__AT5G54430	0.8649600000000001	0.8466899999999999	822.0	711.0	0.11922999999999999	GF_000895	0.0611	0.7795	8.0	0.0784	False	AT4G27320	AT5G54430	1.0	1.0
AT1G11950__AT1G62310	0.6755	0.6952	3735.0	2523.0	0.58204	GF_000866	0.2199	1.1693	7.0	0.1881	False	AT1G11950	AT1G62310	1.0	1.0
AT2G28690__AT5G59760	0.77385	0.52968	849.0	657.0	1.1696600000000001	GF_000908	0.4924	63.8781	8.0	0.0077	True	AT2G28690	AT5G59760	0.0	1.0
AT2G28690__AT5G59760	0.77385	0.52968	849.0	657.0	1.1696600000000001	GF_000908	0.4924	63.8781	8.0	0.0077	True	AT2G28690	AT5G59760	0.0	1.0
AT4G11300__AT4G23530	0.7766	0.73059	1410.0	1095.0	0.3831	GF_000864	0.1639	1.3412	6.0	0.1222	False	AT4G11300	AT4G23530	1.0	1.0
AT1G63930__AT4G11300	0.78298	0.66123	1410.0	1104.0	0.59402	GF_000864	0.2717	1.6414	7.0	0.1655	False	AT1G63930	AT4G11300	0.5	0.5
AT1G18740__AT1G74450	0.8085100000000001	0.7377199999999999	1410.0	1140.0	0.34137	GF_000864	0.1485	1.3088	9.0	0.1134	False	AT1G74450	AT1G18740	0.5	0.5
AT2G44770__AT3G60260	0.80606	0.84962	990.0	798.0	0.14587999999999998	GF_000891	0.0491	0.596	7.0	0.0824	False	AT2G44770	AT3G60260	1.0	1.0
AT1G15940__AT1G80810	0.40376999999999996	0.6551	5565.0	2247.0	0.74652	GF_000886	0.3924	1.091	6.0	0.3597	False	AT1G80810	AT1G15940	1.0	1.0
AT1G80810__AT5G10950	0.1628	0.44481000000000004	5565.0	906.0	1.57471	GF_000886	0.8894	19.6072	7.0	0.0454	True	AT5G10950	AT1G80810	0.0	0.5
AT1G80810__AT5G10950	0.1628	0.44481000000000004	5565.0	906.0	1.57471	GF_000886	0.8894	19.6072	7.0	0.0454	True	AT5G10950	AT1G80810	0.0	0.5
AT1G15940__AT5G10950	0.20863	0.42636	5565.0	1161.0	1.6572900000000002	GF_000886	0.9226	24.5021	7.0	0.0377	True	AT5G10950	AT1G15940	0.0	0.5
AT4G31880__AT5G10950	0.16119	0.39910999999999996	5565.0	897.0	1.7130900000000002	GF_000886	0.9355	71.2933	8.0	0.0131	True	AT4G31880	AT5G10950	0.0	0.33333
AT1G80810__AT4G31880	0.40216	0.44638	5565.0	2238.0	1.73186	GF_000886	1.2405	72.3916	8.0	0.0171	True	AT4G31880	AT1G80810	0.0	0.33333
AT1G80810__AT4G31880	0.40216	0.44638	5565.0	2238.0	1.73186	GF_000886	1.2405	72.3916	8.0	0.0171	True	AT4G31880	AT1G80810	0.0	0.33333
AT1G80810__AT4G31880	0.40216	0.44638	5565.0	2238.0	1.73186	GF_000886	1.2405	72.3916	8.0	0.0171	True	AT4G31880	AT1G80810	0.0	0.33333
AT1G15940__AT4G31880	0.43396	0.43437	5565.0	2415.0	1.81444	GF_000886	1.3519999999999999	70.6878	8.0	0.0191	True	AT4G31880	AT1G15940	0.0	0.33333
AT1G15940__AT4G31880	0.43396	0.43437	5565.0	2415.0	1.81444	GF_000886	1.3519999999999999	70.6878	8.0	0.0191	True	AT4G31880	AT1G15940	0.0	0.33333
AT1G15940__AT4G31880	0.43396	0.43437	5565.0	2415.0	1.81444	GF_000886	1.3519999999999999	70.6878	8.0	0.0191	True	AT4G31880	AT1G15940	0.0	0.33333
AT1G52240__AT3G16130	0.78571	0.6976	2016.0	1584.0	0.59337	GF_000906	0.1988	1.2049	8.0	0.165	False	AT3G16130	AT1G52240	1.0	1.0
AT1G52240__AT1G79860	0.75	0.6038399999999999	2016.0	1512.0	0.62376	GF_000906	0.2384	66.5907	9.0	0.0036	True	AT1G79860	AT1G52240	0.0	0.5
AT1G28280__AT2G33780	0.66667	0.68707	882.0	588.0	0.6200399999999999	GF_000884	0.2475	0.9615	7.0	0.2574	False	AT2G33780	AT1G28280	1.0	1.0
AT3G01500__AT5G14740	0.92179	0.7404	1074.0	990.0	0.39839	GF_000941	0.0831	0.5508	7.0	0.1509	False	AT3G01500	AT5G14740	1.0	1.0
AT1G04340__AT4G14420	0.6449	0.59072	735.0	474.0	0.82471	GF_000890	0.3169	1.9925	8.0	0.159	False	AT4G14420	AT1G04340	0.5	0.5
AT3G23175__AT4G14420	0.5877600000000001	0.49306000000000005	735.0	432.0	1.7043099999999998	GF_000890	0.7359	2.824	10.0	0.2606	False	AT3G23175	AT4G14420	0.2	0.2
AT3G01050__AT5G15460	0.9212600000000001	0.7834800000000001	381.0	351.0	0.26698	GF_000928	0.1523	0.8282	7.0	0.1839	False	AT5G15460	AT3G01050	1.0	1.0
AT1G22050__AT1G77870	0.9291299999999999	0.78249	381.0	354.0	0.34367	GF_000928	0.1642	0.846	8.0	0.1941	False	AT1G22050	AT1G77870	1.0	1.0
AT5G09290__AT5G63980	0.73593	0.6754899999999999	1386.0	1020.0	0.52461	GF_000887	0.2246	2.4544	8.0	0.0915	False	AT5G63980	AT5G09290	0.33333	0.33333
AT1G51520__AT3G21100	0.7169300000000001	0.73016	2109.0	1512.0	0.52161	GF_000921	0.1996	0.7873	9.0	0.2535	False	AT3G21100	AT1G51520	0.5	0.5
AT1G50090__AT3G19710	0.81944	0.6742	1296.0	1062.0	0.62492	GF_000925	0.2855	1.3943	7.0	0.2048	False	AT3G19710	AT1G50090	0.5	0.5
AT2G39900__AT3G55770	0.74532	0.8207700000000001	801.0	597.0	0.14633	GF_000914	0.0777	0.8682	6.0	0.0895	False	AT2G39900	AT3G55770	1.0	1.0
AT2G45800__AT3G61230	0.7902600000000001	0.76303	801.0	633.0	0.29096	GF_000914	0.1104	1.0238	7.0	0.1078	False	AT2G45800	AT3G61230	1.0	1.0
AT1G01780__AT2G45800	0.76779	0.7187	801.0	615.0	0.32871999999999996	GF_000914	0.1418	2.5394	8.0	0.0558	False	AT1G01780	AT2G45800	0.5	0.5
AT4G20160__AT5G44690	0.45526000000000005	0.60426	4224.0	1923.0	0.93965	GF_000885	0.4575	2.2926	7.0	0.1996	False	AT5G44690	AT4G20160	1.0	1.0
AT1G30860__AT2G34920	0.45241000000000003	0.6509699999999999	4224.0	1911.0	0.6745899999999999	GF_000885	0.3401	1.1707	8.0	0.2905	False	AT2G34920	AT1G30860	1.0	1.0
AT1G30860__AT2G34920	0.45241000000000003	0.6509699999999999	4224.0	1911.0	0.6745899999999999	GF_000885	0.3401	1.1707	8.0	0.2905	False	AT2G34920	AT1G30860	1.0	1.0
AT2G34920__AT5G44690	0.3544	0.4509	4224.0	1497.0	1.57533	GF_000885	0.8053	7.2026	9.0	0.1118	True	AT5G44690	AT2G34920	0.0	0.25
AT1G30860__AT5G44690	0.39134	0.46763000000000005	4224.0	1653.0	1.58164	GF_000885	0.7546	4.8367	9.0	0.156	True	AT5G44690	AT1G30860	0.0	0.25
AT1G30860__AT5G44690	0.39134	0.46763000000000005	4224.0	1653.0	1.58164	GF_000885	0.7546	4.8367	9.0	0.156	True	AT5G44690	AT1G30860	0.0	0.25
AT2G34920__AT4G20160	0.43678999999999996	0.48238000000000003	4224.0	1845.0	1.39668	GF_000885	0.6167	10.401	9.0	0.0593	True	AT4G20160	AT2G34920	0.0	0.25
AT1G30860__AT4G20160	0.49148000000000003	0.47543	4224.0	2076.0	1.40299	GF_000885	0.6376	6.4785	9.0	0.0984	True	AT4G20160	AT1G30860	0.0	0.25
AT2G37660__AT5G02240	0.35286	0.7470399999999999	2151.0	759.0	0.25356999999999996	GF_000889	0.1241	2.3661	7.0	0.0525	False	AT2G37660	AT5G02240	1.0	1.0
AT5G36690__AT5G36780	0.4135	1.0	4179.0	1728.0	0.0	GF_000934	0.0	0.0	6.0	0.4981	False	AT5G36690	AT5G36780	1.0	1.0
AT1G53110__AT3G15340	0.31371	0.69184	4179.0	1311.0	0.67475	GF_000934	0.3572	0.7808	8.0	0.4575	False	AT1G53110	AT3G15340	0.33333	0.33333
AT1G17360__AT1G72410	0.62169	0.67072	4758.0	2958.0	0.6631199999999999	GF_000892	0.3455	1.1117	8.0	0.3108	False	AT1G17360	AT1G72410	1.0	1.0
AT1G17360__AT3G14172	0.63808	0.5342600000000001	4758.0	3036.0	1.16285	GF_000892	0.5152	3.5122	9.0	0.1467	False	AT3G14172	AT1G17360	0.5	0.5
AT1G17360__AT3G14172	0.63808	0.5342600000000001	4758.0	3036.0	1.16285	GF_000892	0.5152	3.5122	9.0	0.1467	False	AT3G14172	AT1G17360	0.5	0.5
AT1G72410__AT3G14172	0.70807	0.52449	4758.0	3369.0	1.18933	GF_000892	0.5264	3.9917	9.0	0.1319	False	AT3G14172	AT1G72410	0.5	0.5
AT1G55490__AT3G13470	0.94155	0.86913	1899.0	1788.0	0.0741	GF_000900	0.0261	0.5818	7.0	0.0448	False	AT3G13470	AT1G55490	1.0	1.0
