	Vvi.cds
GF02650	GSVIVT01007866001, GSVIVT01012221001
GF02651	GSVIVT01021089001, GSVIVT01013163001
GF02652	GSVIVT01007873001, GSVIVT01012212001
GF02653	GSVIVT01007882001, GSVIVT01022694001
GF02654	GSVIVT01007883001, GSVIVT01007906001
GF02655	GSVIVT01007885001, GSVIVT01032923001
GF02656	GSVIVT01007904001, GSVIVT01033263001
GF02657	GSVIVT01007908001, GSVIVT01012199001
GF02658	GSVIVT01007909001, GSVIVT01022383001
GF02659	GSVIVT01007915001, GSVIVT01012183001
GF02660	GSVIVT01007921001, GSVIVT01012200001
GF02661	GSVIVT01007924001, GSVIVT01011505001
GF02662	GSVIVT01007928001, GSVIVT01011506001
GF02663	GSVIVT01027004001, GSVIVT01019386001
GF02664	GSVIVT01007932001, GSVIVT01011489001
GF02665	GSVIVT01007941001, GSVIVT01007942001
GF02666	GSVIVT01007950001, GSVIVT01007951001
GF02667	GSVIVT01007962001, GSVIVT01019947001
GF02668	GSVIVT01007970001, GSVIVT01007966001
GF02669	GSVIVT01007984001, GSVIVT01019954001
GF02670	GSVIVT01009815001, GSVIVT01018839001
GF02671	GSVIVT01023901001, GSVIVT01023900001
GF02672	GSVIVT01007996001, GSVIVT01037438001
GF02673	GSVIVT01032602001, GSVIVT01032601001
GF02674	GSVIVT01008022001, GSVIVT01011390001
GF02675	GSVIVT01008025001, GSVIVT01011386001
GF02676	GSVIVT01008031001, GSVIVT01008515001
GF02677	GSVIVT01008037001, GSVIVT01020043001
GF02678	GSVIVT01008050001, GSVIVT01030538001
GF02679	GSVIVT01008054001, GSVIVT01008055001
GF02680	GSVIVT01036762001, GSVIVT01012113001
GF02681	GSVIVT01008079001, GSVIVT01032595001
GF02682	GSVIVT01008086001, GSVIVT01020105001
GF02683	GSVIVT01008087001, GSVIVT01035750001
GF02684	GSVIVT01008095001, GSVIVT01020126001
GF02685	GSVIVT01016459001, GSVIVT01034074001
GF02686	GSVIVT01008150001, GSVIVT01009430001
GF02687	GSVIVT01008155001, GSVIVT01010102001
GF02688	GSVIVT01008159001, GSVIVT01028638001
GF02689	GSVIVT01008167001, GSVIVT01031198001
GF02690	GSVIVT01008170001, GSVIVT01022529001
GF02691	GSVIVT01008177001, GSVIVT01008179001
GF02692	GSVIVT01008206001, GSVIVT01008210001
GF02693	GSVIVT01008226001, GSVIVT01036451001
GF02694	GSVIVT01008237001, GSVIVT01011959001
GF02695	GSVIVT01008243001, GSVIVT01035631001
GF02696	GSVIVT01008248001, GSVIVT01011939001
GF02697	GSVIVT01008253001, GSVIVT01011936001
GF02698	GSVIVT01008268001, GSVIVT01011923001
GF02699	GSVIVT01008271001, GSVIVT01011914001
GF02700	GSVIVT01008286001, GSVIVT01036883001
GF02701	GSVIVT01008288001, GSVIVT01029221001
GF02702	GSVIVT01013670001, GSVIVT01024759001
GF02703	GSVIVT01008295001, GSVIVT01015036001
GF02704	GSVIVT01008308001, GSVIVT01031014001
GF02705	GSVIVT01037594001, GSVIVT01034592001
GF02706	GSVIVT01008325001, GSVIVT01008326001
GF02707	GSVIVT01008354001, GSVIVT01011812001
GF02708	GSVIVT01008367001, GSVIVT01011808001
GF02709	GSVIVT01008368001, GSVIVT01037699001
GF02710	GSVIVT01008378001, GSVIVT01011797001
GF02711	GSVIVT01016318001, GSVIVT01014488001
GF02712	GSVIVT01008387001, GSVIVT01008394001
GF02713	GSVIVT01008416001, GSVIVT01027484001
GF02714	GSVIVT01008427001, GSVIVT01011734001
GF02715	GSVIVT01008442001, GSVIVT01009954001
GF02716	GSVIVT01008453001, GSVIVT01011679001
GF02717	GSVIVT01012129001, GSVIVT01012130001
GF02718	GSVIVT01008482001, GSVIVT01014100001
GF02719	GSVIVT01008500001, GSVIVT01016018001
GF02720	GSVIVT01008510001, GSVIVT01014064001
GF02721	GSVIVT01008512001, GSVIVT01036118001
GF02722	GSVIVT01008518001, GSVIVT01008520001
GF02723	GSVIVT01008526001, GSVIVT01037374001
GF02724	GSVIVT01008529001, GSVIVT01036653001
GF02725	GSVIVT01008530001, GSVIVT01033102001
GF02726	GSVIVT01008534001, GSVIVT01020059001
GF02727	GSVIVT01008536001, GSVIVT01029897001
GF02728	GSVIVT01008538001, GSVIVT01008540001
GF02729	GSVIVT01008543001, GSVIVT01015995001
GF02730	GSVIVT01008549001, GSVIVT01010490001
GF02731	GSVIVT01008551001, GSVIVT01033084001
GF02732	GSVIVT01008562001, GSVIVT01022373001
GF02733	GSVIVT01008584001, GSVIVT01013428001
GF02734	GSVIVT01008594001, GSVIVT01033038001
GF02735	GSVIVT01008600001, GSVIVT01033034001
GF02736	GSVIVT01008609001, GSVIVT01036480001
GF02737	GSVIVT01008617001, GSVIVT01033027001
GF02738	GSVIVT01008618001, GSVIVT01033020001
GF02739	GSVIVT01008621001, GSVIVT01033008001
GF02740	GSVIVT01008626001, GSVIVT01033006001
GF02741	GSVIVT01008650001, GSVIVT01013542001
GF02742	GSVIVT01025332001, GSVIVT01023483001
GF02743	GSVIVT01008716001, GSVIVT01024604001
GF02744	GSVIVT01008744001, GSVIVT01023974001
GF02745	GSVIVT01008746001, GSVIVT01016310001
GF02746	GSVIVT01008750001, GSVIVT01023982001
GF02747	GSVIVT01008754001, GSVIVT01008756001
GF02748	GSVIVT01008761001, GSVIVT01024003001
GF02749	GSVIVT01008772001, GSVIVT01030625001
GF02750	GSVIVT01026435001, GSVIVT01013439001
GF02751	GSVIVT01024266001, GSVIVT01023699001
GF02752	GSVIVT01030649001, GSVIVT01026194001
GF02753	GSVIVT01008810001, GSVIVT01025236001
GF02754	GSVIVT01008813001, GSVIVT01028249001
GF02755	GSVIVT01008814001, GSVIVT01022679001
GF02756	GSVIVT01008831001, GSVIVT01031951001
GF02757	GSVIVT01008837001, GSVIVT01029533001
GF02758	GSVIVT01008840001, GSVIVT01022187001
GF02759	GSVIVT01008860001, GSVIVT01014790001
GF02760	GSVIVT01008867001, GSVIVT01022376001
GF02761	GSVIVT01008874001, GSVIVT01016463001
GF02762	GSVIVT01008885001, GSVIVT01009149001
GF02763	GSVIVT01008887001, GSVIVT01035568001
GF02764	GSVIVT01008893001, GSVIVT01023859001
GF02765	GSVIVT01035508001, GSVIVT01035510001
GF02766	GSVIVT01008935001, GSVIVT01033099001
GF02767	GSVIVT01008947001, GSVIVT01037118001
GF02768	GSVIVT01035404001, GSVIVT01014218001
GF02769	GSVIVT01008951001, GSVIVT01029905001
GF02770	GSVIVT01008955001, GSVIVT01022844001
GF02771	GSVIVT01028978001, GSVIVT01019782001
GF02772	GSVIVT01008973001, GSVIVT01029760001
GF02773	GSVIVT01008977001, GSVIVT01022190001
GF02774	GSVIVT01008986001, GSVIVT01008988001
GF02775	GSVIVT01009012001, GSVIVT01012810001
GF02776	GSVIVT01009023001, GSVIVT01038734001
GF02777	GSVIVT01009025001, GSVIVT01013547001
GF02778	GSVIVT01009030001, GSVIVT01024473001
GF02779	GSVIVT01033438001, GSVIVT01031696001
GF02780	GSVIVT01009131001, GSVIVT01013027001
GF02781	GSVIVT01009170001, GSVIVT01015639001
GF02782	GSVIVT01009186001, GSVIVT01021019001
GF02783	GSVIVT01035782001, GSVIVT01021823001
GF02784	GSVIVT01009200001, GSVIVT01026918001
GF02785	GSVIVT01009201001, GSVIVT01037291001
GF02786	GSVIVT01009202001, GSVIVT01012539001
GF02787	GSVIVT01009204001, GSVIVT01010181001
GF02788	GSVIVT01009216001, GSVIVT01009218001
GF02789	GSVIVT01009232001, GSVIVT01038531001
GF02790	GSVIVT01009241001, GSVIVT01038541001
GF02791	GSVIVT01009264001, GSVIVT01037044001
GF02792	GSVIVT01009295001, GSVIVT01017483001
GF02793	GSVIVT01009322001, GSVIVT01037808001
GF02794	GSVIVT01009362001, GSVIVT01037855001
GF02795	GSVIVT01009363001, GSVIVT01016063001
GF02796	GSVIVT01009401001, GSVIVT01037897001
GF02797	GSVIVT01009448001, GSVIVT01022074001
GF02798	GSVIVT01009456001, GSVIVT01009462001
GF02799	GSVIVT01009469001, GSVIVT01031718001
GF02800	GSVIVT01037483001, GSVIVT01037485001
GF02801	GSVIVT01009482001, GSVIVT01022127001
GF02802	GSVIVT01009483001, GSVIVT01016089001
GF02803	GSVIVT01009487001, GSVIVT01022131001
GF02804	GSVIVT01009491001, GSVIVT01024177001
GF02805	GSVIVT01009497001, GSVIVT01031748001
GF02806	GSVIVT01009503001, GSVIVT01031575001
GF02807	GSVIVT01009521001, GSVIVT01031764001
GF02808	GSVIVT01009529001, GSVIVT01023827001
GF02809	GSVIVT01009550001, GSVIVT01009553001
GF02810	GSVIVT01009554001, GSVIVT01015535001
GF02811	GSVIVT01035166001, GSVIVT01032256001
GF02812	GSVIVT01031848001, GSVIVT01031850001
GF02813	GSVIVT01009592001, GSVIVT01009597001
GF02814	GSVIVT01009628001, GSVIVT01036122001
GF02815	GSVIVT01009643001, GSVIVT01031912001
GF02816	GSVIVT01009644001, GSVIVT01019031001
GF02817	GSVIVT01009645001, GSVIVT01031915001
GF02818	GSVIVT01033326001, GSVIVT01022423001
GF02819	GSVIVT01009666001, GSVIVT01031309001
GF02820	GSVIVT01009694001, GSVIVT01018986001
GF02821	GSVIVT01009696001, GSVIVT01037336001
GF02822	GSVIVT01009715001, GSVIVT01031972001
GF02823	GSVIVT01009717001, GSVIVT01018955001
GF02824	GSVIVT01009726001, GSVIVT01024516001
GF02825	GSVIVT01009735001, GSVIVT01018929001
GF02826	GSVIVT01009758001, GSVIVT01023812001
GF02827	GSVIVT01009771001, GSVIVT01023822001
GF02828	GSVIVT01009784001, GSVIVT01018860001
GF02829	GSVIVT01021666001, GSVIVT01020436001
GF02830	GSVIVT01009806001, GSVIVT01016312001
GF02831	GSVIVT01009819001, GSVIVT01018838001
GF02832	GSVIVT01024173001, GSVIVT01018818001
GF02833	GSVIVT01009823001, GSVIVT01024180001
GF02834	GSVIVT01009860001, GSVIVT01018802001
GF02835	GSVIVT01009876001, GSVIVT01018057001
GF02836	GSVIVT01009894001, GSVIVT01021141001
GF02837	GSVIVT01009909001, GSVIVT01035629001
GF02838	GSVIVT01009936001, GSVIVT01024041001
GF02839	GSVIVT01009948001, GSVIVT01018728001
GF02840	GSVIVT01009964001, GSVIVT01024142001
GF02841	GSVIVT01009965001, GSVIVT01024018001
GF02842	GSVIVT01009973001, GSVIVT01013475001
GF02843	GSVIVT01009993001, GSVIVT01009994001
GF02844	GSVIVT01010034001, GSVIVT01012234001
GF02845	GSVIVT01010061001, GSVIVT01013454001
GF02846	GSVIVT01010076001, GSVIVT01010508001
GF02847	GSVIVT01010089001, GSVIVT01033248001
GF02848	GSVIVT01010090001, GSVIVT01018559001
GF02849	GSVIVT01010097001, GSVIVT01016351001
GF02850	GSVIVT01010131001, GSVIVT01010138001
GF02851	GSVIVT01010141001, GSVIVT01010142001
GF02852	GSVIVT01010145001, GSVIVT01019748001
GF02853	GSVIVT01010169001, GSVIVT01031739001
GF02854	GSVIVT01010189001, GSVIVT01032672001
GF02855	GSVIVT01010212001, GSVIVT01017298001
GF02856	GSVIVT01020815001, GSVIVT01038618001
GF02857	GSVIVT01010242001, GSVIVT01021550001
GF02858	GSVIVT01010243001, GSVIVT01015505001
GF02859	GSVIVT01010256001, GSVIVT01037665001
GF02860	GSVIVT01010259001, GSVIVT01032336001
GF02861	GSVIVT01010295001, GSVIVT01033178001
GF02862	GSVIVT01010495001, GSVIVT01018266001
GF02863	GSVIVT01010499001, GSVIVT01021544001
GF02864	GSVIVT01010509001, GSVIVT01021757001
GF02865	GSVIVT01010528001, GSVIVT01033059001
GF02866	GSVIVT01010531001, GSVIVT01028907001
GF02867	GSVIVT01010540001, GSVIVT01032508001
GF02868	GSVIVT01010541001, GSVIVT01026823001
GF02869	GSVIVT01010599001, GSVIVT01023777001
GF02870	GSVIVT01010613001, GSVIVT01020800001
GF02871	GSVIVT01010615001, GSVIVT01027515001
GF02872	GSVIVT01010624001, GSVIVT01027521001
GF02873	GSVIVT01010628001, GSVIVT01030621001
GF02874	GSVIVT01010633001, GSVIVT01020397001
GF02875	GSVIVT01010684001, GSVIVT01037606001
GF02876	GSVIVT01010688001, GSVIVT01035117001
GF02877	GSVIVT01010707001, GSVIVT01027217001
GF02878	GSVIVT01010745001, GSVIVT01031564001
GF02879	GSVIVT01010792001, GSVIVT01023621001
GF02880	GSVIVT01010815001, GSVIVT01030223001
GF02881	GSVIVT01010839001, GSVIVT01010840001
GF02882	GSVIVT01010844001, GSVIVT01035499001
GF02883	GSVIVT01010845001, GSVIVT01032864001
GF02884	GSVIVT01010854001, GSVIVT01019051001
GF02885	GSVIVT01010856001, GSVIVT01012004001
GF02886	GSVIVT01010859001, GSVIVT01035550001
GF02887	GSVIVT01010911001, GSVIVT01017506001
GF02888	GSVIVT01023651001, GSVIVT01023653001
GF02889	GSVIVT01010913001, GSVIVT01015240001
GF02890	GSVIVT01023711001, GSVIVT01037906001
GF02891	GSVIVT01010948001, GSVIVT01010952001
GF02892	GSVIVT01010954001, GSVIVT01027965001
GF02893	GSVIVT01010992001, GSVIVT01017795001
GF02894	GSVIVT01011041001, GSVIVT01020960001
GF02895	GSVIVT01011042001, GSVIVT01015897001
GF02896	GSVIVT01011050001, GSVIVT01038352001
GF02897	GSVIVT01011051001, GSVIVT01025351001
GF02898	GSVIVT01011054001, GSVIVT01017848001
GF02899	GSVIVT01011059001, GSVIVT01022038001
GF02900	GSVIVT01011061001, GSVIVT01015207001
GF02901	GSVIVT01011067001, GSVIVT01017862001
GF02902	GSVIVT01011082001, GSVIVT01031272001
GF02903	GSVIVT01011100001, GSVIVT01012049001
GF02904	GSVIVT01011117001, GSVIVT01014776001
GF02905	GSVIVT01011145001, GSVIVT01019622001
GF02906	GSVIVT01011158001, GSVIVT01032815001
GF02907	GSVIVT01011168001, GSVIVT01036939001
GF02908	GSVIVT01011175001, GSVIVT01025158001
GF02909	GSVIVT01011177001, GSVIVT01026652001
GF02910	GSVIVT01011185001, GSVIVT01020087001
GF02911	GSVIVT01011242001, GSVIVT01013229001
GF02912	GSVIVT01011258001, GSVIVT01035922001
GF02913	GSVIVT01011273001, GSVIVT01025786001
GF02914	GSVIVT01011278001, GSVIVT01033826001
GF02915	GSVIVT01011280001, GSVIVT01032691001
GF02916	GSVIVT01020652001, GSVIVT01033307001
GF02917	GSVIVT01011385001, GSVIVT01032568001
GF02918	GSVIVT01011392001, GSVIVT01021034001
GF02919	GSVIVT01028343001, GSVIVT01012382001
GF02920	GSVIVT01011409001, GSVIVT01028086001
GF02921	GSVIVT01011419001, GSVIVT01019985001
GF02922	GSVIVT01011430001, GSVIVT01036747001
GF02923	GSVIVT01011432001, GSVIVT01038155001
GF02924	GSVIVT01034558001, GSVIVT01022282001
GF02925	GSVIVT01011450001, GSVIVT01033607001
GF02926	GSVIVT01011475001, GSVIVT01011476001
GF02927	GSVIVT01011510001, GSVIVT01012193001
GF02928	GSVIVT01011524001, GSVIVT01014866001
GF02929	GSVIVT01011528001, GSVIVT01037209001
GF02930	GSVIVT01011531001, GSVIVT01024469001
GF02931	GSVIVT01011555001, GSVIVT01024410001
GF02932	GSVIVT01011562001, GSVIVT01020364001
GF02933	GSVIVT01011569001, GSVIVT01035252001
GF02934	GSVIVT01011627001, GSVIVT01028015001
GF02935	GSVIVT01011628001, GSVIVT01011629001
GF02936	GSVIVT01011666001, GSVIVT01032632001
GF02937	GSVIVT01011673001, GSVIVT01027904001
GF02938	GSVIVT01028413001, GSVIVT01027913001
GF02939	GSVIVT01011696001, GSVIVT01011698001
GF02940	GSVIVT01011700001, GSVIVT01018452001
GF02941	GSVIVT01011708001, GSVIVT01030770001
GF02942	GSVIVT01011709001, GSVIVT01023834001
GF02943	GSVIVT01011711001, GSVIVT01030810001
GF02944	GSVIVT01011747001, GSVIVT01029822001
GF02945	GSVIVT01011753001, GSVIVT01032955001
GF02946	GSVIVT01011761001, GSVIVT01028122001
GF02947	GSVIVT01011772001, GSVIVT01011775001
GF02948	GSVIVT01011773001, GSVIVT01011776001
GF02949	GSVIVT01011790001, GSVIVT01030921001
GF02950	GSVIVT01011798001, GSVIVT01030943001
GF02951	GSVIVT01011819001, GSVIVT01030969001
GF02952	GSVIVT01011847001, GSVIVT01030990001
GF02953	GSVIVT01011865001, GSVIVT01011866001
GF02954	GSVIVT01011870001, GSVIVT01031017001
GF02955	GSVIVT01011871001, GSVIVT01018308001
GF02956	GSVIVT01011876001, GSVIVT01011878001
GF02957	GSVIVT01011891001, GSVIVT01016205001
GF02958	GSVIVT01011909001, GSVIVT01034492001
GF02959	GSVIVT01011921001, GSVIVT01031053001
GF02960	GSVIVT01011944001, GSVIVT01036445001
GF02961	GSVIVT01011948001, GSVIVT01021096001
GF02962	GSVIVT01011952001, GSVIVT01030166001
GF02963	GSVIVT01011967001, GSVIVT01028918001
GF02964	GSVIVT01011977001, GSVIVT01036455001
GF02965	GSVIVT01011984001, GSVIVT01011985001
GF02966	GSVIVT01011990001, GSVIVT01011991001
GF02967	GSVIVT01012000001, GSVIVT01030706001
GF02968	GSVIVT01012025001, GSVIVT01012026001
GF02969	GSVIVT01012074001, GSVIVT01020434001
GF02970	GSVIVT01012079001, GSVIVT01019050001
GF02971	GSVIVT01012080001, GSVIVT01020410001
GF02972	GSVIVT01012102001, GSVIVT01018671001
GF02973	GSVIVT01012105001, GSVIVT01029893001
GF02974	GSVIVT01012119001, GSVIVT01015830001
GF02975	GSVIVT01012136001, GSVIVT01015855001
GF02976	GSVIVT01035161001, GSVIVT01029831001
GF02977	GSVIVT01012140001, GSVIVT01018124001
GF02978	GSVIVT01012224001, GSVIVT01032908001
GF02979	GSVIVT01012236001, GSVIVT01038616001
GF02980	GSVIVT01012261001, GSVIVT01029101001
GF02981	GSVIVT01012279001, GSVIVT01018702001
GF02982	GSVIVT01012285001, GSVIVT01037891001
GF02983	GSVIVT01012309001, GSVIVT01012313001
GF02984	GSVIVT01012314001, GSVIVT01030661001
GF02985	GSVIVT01012376001, GSVIVT01012380001
GF02986	GSVIVT01012406001, GSVIVT01012435001
GF02987	GSVIVT01012480001, GSVIVT01037848001
GF02988	GSVIVT01012486001, GSVIVT01016794001
GF02989	GSVIVT01012487001, GSVIVT01015409001
GF02990	GSVIVT01012489001, GSVIVT01034779001
GF02991	GSVIVT01012490001, GSVIVT01012529001
GF02992	GSVIVT01012504001, GSVIVT01023306001
GF02993	GSVIVT01012540001, GSVIVT01023703001
GF02994	GSVIVT01012561001, GSVIVT01012574001
GF02995	GSVIVT01012568001, GSVIVT01035227001
GF02996	GSVIVT01012614001, GSVIVT01019950001
GF02997	GSVIVT01012622001, GSVIVT01031450001
GF02998	GSVIVT01012631001, GSVIVT01029957001
GF02999	GSVIVT01012640001, GSVIVT01027848001
GF03000	GSVIVT01012646001, GSVIVT01033783001
GF03001	GSVIVT01012671001, GSVIVT01037694001
GF03002	GSVIVT01012696001, GSVIVT01037680001
GF03003	GSVIVT01012731001, GSVIVT01012733001
GF03004	GSVIVT01012735001, GSVIVT01037646001
GF03005	GSVIVT01012736001, GSVIVT01038092001
GF03006	GSVIVT01012838001, GSVIVT01035995001
GF03007	GSVIVT01028309001, GSVIVT01028307001
GF03008	GSVIVT01012853001, GSVIVT01017455001
GF03009	GSVIVT01012857001, GSVIVT01017472001
GF03010	GSVIVT01012858001, GSVIVT01035938001
GF03011	GSVIVT01012863001, GSVIVT01017493001
GF03012	GSVIVT01012876001, GSVIVT01027844001
GF03013	GSVIVT01012877001, GSVIVT01035927001
GF03014	GSVIVT01015338001, GSVIVT01017855001
GF03015	GSVIVT01012888001, GSVIVT01036912001
GF03016	GSVIVT01018761001, GSVIVT01034782001
GF03017	GSVIVT01013013001, GSVIVT01015912001
GF03018	GSVIVT01013077001, GSVIVT01020836001
GF03019	GSVIVT01013079001, GSVIVT01020837001
GF03020	GSVIVT01013094001, GSVIVT01036044001
GF03021	GSVIVT01013129001, GSVIVT01034486001
GF03022	GSVIVT01013164001, GSVIVT01024330001
GF03023	GSVIVT01016493001, GSVIVT01024901001
GF03024	GSVIVT01013169001, GSVIVT01033512001
GF03025	GSVIVT01013180001, GSVIVT01015822001
GF03026	GSVIVT01013187001, GSVIVT01022315001
GF03027	GSVIVT01013209001, GSVIVT01013214001
GF03028	GSVIVT01013231001, GSVIVT01033888001
GF03029	GSVIVT01013243001, GSVIVT01013545001
GF03030	GSVIVT01013264001, GSVIVT01031236001
GF03031	GSVIVT01013276001, GSVIVT01017683001
GF03032	GSVIVT01013278001, GSVIVT01018328001
GF03033	GSVIVT01013280001, GSVIVT01018326001
GF03034	GSVIVT01013282001, GSVIVT01013285001
GF03035	GSVIVT01013301001, GSVIVT01019730001
GF03036	GSVIVT01013330001, GSVIVT01013350001
GF03037	GSVIVT01013345001, GSVIVT01020401001
GF03038	GSVIVT01013382001, GSVIVT01023875001
GF03039	GSVIVT01013392001, GSVIVT01023872001
GF03040	GSVIVT01029195001, GSVIVT01029198001
GF03041	GSVIVT01013404001, GSVIVT01022303001
GF03042	GSVIVT01013410001, GSVIVT01016262001
GF03043	GSVIVT01025967001, GSVIVT01025969001
GF03044	GSVIVT01013468001, GSVIVT01015250001
GF03045	GSVIVT01014731001, GSVIVT01029267001
GF03046	GSVIVT01013495001, GSVIVT01016389001
GF03047	GSVIVT01013506001, GSVIVT01030585001
GF03048	GSVIVT01026027001, GSVIVT01026026001
GF03049	GSVIVT01013529001, GSVIVT01037423001
GF03050	GSVIVT01013536001, GSVIVT01038166001
GF03051	GSVIVT01013548001, GSVIVT01013576001
GF03052	GSVIVT01013557001, GSVIVT01028827001
GF03053	GSVIVT01013571001, GSVIVT01005921001
GF03054	GSVIVT01013575001, GSVIVT01030948001
GF03055	GSVIVT01013578001, GSVIVT01034205001
GF03056	GSVIVT01013601001, GSVIVT01014508001
GF03057	GSVIVT01013625001, GSVIVT01015569001
GF03058	GSVIVT01013634001, GSVIVT01019606001
GF03059	GSVIVT01013668001, GSVIVT01022229001
GF03060	GSVIVT01033029001, GSVIVT01024319001
GF03061	GSVIVT01013672001, GSVIVT01020000001
GF03062	GSVIVT01013682001, GSVIVT01022244001
GF03063	GSVIVT01013710001, GSVIVT01028370001
GF03064	GSVIVT01013773001, GSVIVT01031297001
GF03065	GSVIVT01013785001, GSVIVT01031310001
GF03066	GSVIVT01013845001, GSVIVT01021392001
GF03067	GSVIVT01013847001, GSVIVT01015769001
GF03068	GSVIVT01013850001, GSVIVT01026137001
GF03069	GSVIVT01024575001, GSVIVT01032675001
GF03070	GSVIVT01013911001, GSVIVT01023017001
GF03071	GSVIVT01013928001, GSVIVT01015185001
GF03072	GSVIVT01013966001, GSVIVT01017482001
GF03073	GSVIVT01013967001, GSVIVT01018254001
GF03074	GSVIVT01013978001, GSVIVT01024023001
GF03075	GSVIVT01014005001, GSVIVT01014006001
GF03076	GSVIVT01014038001, GSVIVT01037114001
GF03077	GSVIVT01014046001, GSVIVT01018169001
GF03078	GSVIVT01024623001, GSVIVT01030257001
GF03079	GSVIVT01014052001, GSVIVT01015098001
GF03080	GSVIVT01014068001, GSVIVT01021412001
GF03081	GSVIVT01014071001, GSVIVT01021415001
GF03082	GSVIVT01014131001, GSVIVT01017629001
GF03083	GSVIVT01014169001, GSVIVT01021263001
GF03084	GSVIVT01014192001, GSVIVT01020722001
GF03085	GSVIVT01014224001, GSVIVT01016660001
GF03086	GSVIVT01014227001, GSVIVT01020684001
GF03087	GSVIVT01014239001, GSVIVT01021165001
GF03088	GSVIVT01014246001, GSVIVT01020658001
GF03089	GSVIVT01014257001, GSVIVT01021139001
GF03090	GSVIVT01014261001, GSVIVT01014611001
GF03091	GSVIVT01014268001, GSVIVT01035269001
GF03092	GSVIVT01014284001, GSVIVT01035658001
GF03093	GSVIVT01021702001, GSVIVT01021454001
GF03094	GSVIVT01014396001, GSVIVT01030543001
GF03095	GSVIVT01014401001, GSVIVT01021389001
GF03096	GSVIVT01014407001, GSVIVT01030556001
GF03097	GSVIVT01014413001, GSVIVT01030567001
GF03098	GSVIVT01014423001, GSVIVT01030577001
GF03099	GSVIVT01014434001, GSVIVT01014436001
GF03100	GSVIVT01014514001, GSVIVT01028495001
GF03101	GSVIVT01014550001, GSVIVT01018836001
GF03102	GSVIVT01014559001, GSVIVT01036835001
GF03103	GSVIVT01021920001, GSVIVT01021955001
GF03104	GSVIVT01014608001, GSVIVT01029743001
GF03105	GSVIVT01014646001, GSVIVT01014652001
GF03106	GSVIVT01014657001, GSVIVT01030074001
GF03107	GSVIVT01014688001, GSVIVT01022342001
GF03108	GSVIVT01014702001, GSVIVT01030114001
GF03109	GSVIVT01014708001, GSVIVT01032398001
GF03110	GSVIVT01014734001, GSVIVT01032396001
GF03111	GSVIVT01014749001, GSVIVT01030130001
GF03112	GSVIVT01014761001, GSVIVT01021071001
GF03113	GSVIVT01014799001, GSVIVT01014800001
GF03114	GSVIVT01014852001, GSVIVT01023836001
GF03115	GSVIVT01014857001, GSVIVT01019090001
GF03116	GSVIVT01014876001, GSVIVT01030925001
GF03117	GSVIVT01014929001, GSVIVT01014938001
GF03118	GSVIVT01014971001, GSVIVT01029697001
GF03119	GSVIVT01014990001, GSVIVT01035283001
GF03120	GSVIVT01015005001, GSVIVT01016680001
GF03121	GSVIVT01029388001, GSVIVT01035210001
GF03122	GSVIVT01015021001, GSVIVT01016698001
GF03123	GSVIVT01015033001, GSVIVT01026819001
GF03124	GSVIVT01016104001, GSVIVT01023509001
GF03125	GSVIVT01015051001, GSVIVT01016726001
GF03126	GSVIVT01015070001, GSVIVT01016736001
GF03127	GSVIVT01026815001, GSVIVT01031335001
GF03128	GSVIVT01015084001, GSVIVT01016349001
GF03129	GSVIVT01015086001, GSVIVT01037415001
GF03130	GSVIVT01015090001, GSVIVT01026291001
GF03131	GSVIVT01015105001, GSVIVT01022804001
