Orthogroup	A. trichopoda	V. vinifera
OG0000852	ATR1127G016.1, ATR1127G146.1, ATR1127G205.1	GSVIVT01024538001
OG0000853	ATR0721G124.1	GSVIVT01019423001, GSVIVT01026971001, GSVIVT01026973001
OG0000854	ATR0178G015.1, ATR0693G260.1	GSVIVT01003182001, GSVIVT01030505001
OG0000855	ATR0605G348.1	GSVIVT01032007001, GSVIVT01032018001, GSVIVT01032023001
OG0000856	ATR0598G199.1	GSVIVT01015071001, GSVIVT01015074001, GSVIVT01015076001
OG0000857	ATR0733G210.1	GSVIVT01009676001, GSVIVT01009677001, GSVIVT01009678001
OG0000858	ATR0665G617.1	GSVIVT01008403001, GSVIVT01011766001, GSVIVT01030865001
OG0000859	ATR1120G044.1	GSVIVT01008046001, GSVIVT01011356001, GSVIVT01020060001
OG0000860	ATR0033G004.1	GSVIVT01005963001, GSVIVT01005964001, GSVIVT01023534001
OG0000861	ATR0688G001.1	GSVIVT01003602001, GSVIVT01003605001, GSVIVT01018821001
OG0000862	ATR0083G052.1, ATR0980G004.1	GSVIVT01015573001, GSVIVT01035866001
OG0000863	ATR0210G039.1	GSVIVT01009692001, GSVIVT01016395001, GSVIVT01018987001
OG0000864	ATR0037G014.1	GSVIVT01017147001, GSVIVT01017151001, GSVIVT01017545001
OG0000865	ATR0317G129.1	GSVIVT01018190001, GSVIVT01028330001, GSVIVT01028332001
OG0000866	ATR0800G120.1	GSVIVT01003861001, GSVIVT01003864001, GSVIVT01009219001
OG0000867		GSVIVT01016826001, GSVIVT01016837001, GSVIVT01016843001, GSVIVT01034260001
OG0000868		GSVIVT01000878001, GSVIVT01000881001, GSVIVT01028815001, GSVIVT01028817001
OG0000869		GSVIVT01012413001, GSVIVT01020402001, GSVIVT01028492001, GSVIVT01036662001
OG0000870	ATR0099G022.1	GSVIVT01019780001, GSVIVT01019781001
OG0000871	ATR0697G025.1, ATR1120G056.1	GSVIVT01037511001
OG0000872	ATR0686G164.1, ATR0762G005.1	GSVIVT01032407001
OG0000873	ATR0205G005.1, ATR0661G369.1	GSVIVT01037900001
OG0000874	ATR0736G203.1	GSVIVT01027886001, GSVIVT01027890001
OG0000875	ATR0672G001.1, ATR0680G428.1	GSVIVT01028908001
OG0000876	ATR1152G031.1	GSVIVT01007708001, GSVIVT01032432001
OG0000877	ATR0810G029.1	GSVIVT01005152001, GSVIVT01012217001
OG0000878	ATR0322G049.1, ATR1132G069.1	GSVIVT01010323001
OG0000879	ATR0118G011.1, ATR0665G387.1	GSVIVT01013218001
OG0000880	ATR0115G002.1, ATR0772G178.1	GSVIVT01023620001
OG0000881	ATR0584G225.1, ATR0661G578.1	GSVIVT01019409001
OG0000882	ATR0022G015.1, ATR0745G034.1	GSVIVT01036671001
OG0000883	ATR0326G026.1, ATR0594G179.1	GSVIVT01025547001
OG0000884	ATR0723G033.1, ATR0723G092.1	GSVIVT01020758001
OG0000885	ATR0326G002.1	GSVIVT01030897001, GSVIVT01030903001
OG0000886	ATR0564G121.1	GSVIVT01004672001, GSVIVT01005334001
OG0000887	ATR0665G320.1	GSVIVT01001196001, GSVIVT01001198001
OG0000888	ATR0772G192.1, ATR0800G121.1	GSVIVT01015600001
OG0000889	ATR0598G335.1, ATR0829G095.1	GSVIVT01036936001
OG0000890	ATR0219G029.1, ATR0582G121.1	GSVIVT01004933001
OG0000891	ATR0661G365.1, ATR0661G457.1	GSVIVT01019767001
OG0000892	ATR0629G118.1, ATR0665G451.1	GSVIVT01018024001
OG0000893	ATR0749G031.1, ATR0787G073.1	GSVIVT01016869001
OG0000894	ATR0568G030.1, ATR0618G078.1	GSVIVT01016771001
OG0000895	ATR0665G315.1, ATR0665G336.1	GSVIVT01002790001
OG0000896	ATR0994G004.1	GSVIVT01006333001, GSVIVT01009971001
OG0000897	ATR0069G011.1, ATR0069G050.1	GSVIVT01031698001
OG0000898	ATR0312G001.1, ATR0918G006.1	GSVIVT01018706001
OG0000899	ATR0304G027.1, ATR0749G075.1	GSVIVT01035327001
OG0000900	ATR0665G287.1	GSVIVT01013216001, GSVIVT01013217001
OG0000901	ATR1098G075.1	GSVIVT01028365001, GSVIVT01037973001
OG0000902	ATR0043G018.1, ATR0924G001.1	GSVIVT01012613001
OG0000903	ATR0605G086.1, ATR0605G219.1	GSVIVT01013475001
OG0000904	ATR0171G032.1	GSVIVT01008938001, GSVIVT01023079001
OG0000905	ATR0739G166.1	GSVIVT01023587001, GSVIVT01035890001
OG0000906	ATR0767G044.1	GSVIVT01009200001, GSVIVT01026918001
OG0000907	ATR0602G200.1, ATR0602G220.1	GSVIVT01038554001
OG0000908	ATR0626G354.1	GSVIVT01026772001, GSVIVT01037228001
OG0000909	ATR0751G249.1, ATR0824G053.1	GSVIVT01032396001
OG0000910	ATR0693G025.1, ATR0693G178.1	GSVIVT01034980001
OG0000911	ATR0559G017.1, ATR1096G043.1	GSVIVT01036648001
OG0000912	ATR0559G169.1, ATR0697G199.1	GSVIVT01033382001
OG0000913	ATR0733G026.1, ATR1089G034.1	GSVIVT01023123001
OG0000914	ATR0733G227.1, ATR1127G178.1	GSVIVT01038577001
OG0000915	ATR0582G030.1, ATR0827G134.1	GSVIVT01003483001
OG0000916	ATR0624G051.1	GSVIVT01003482001, GSVIVT01004669001
OG0000917	ATR0751G251.1, ATR1128G075.1	GSVIVT01003467001
OG0000918	ATR0757G034.1, ATR0757G198.1	GSVIVT01017186001
OG0000919	ATR0810G278.1	GSVIVT01027197001, GSVIVT01038602001
OG0000920	ATR0624G071.1, ATR0624G138.1	GSVIVT01030060001
OG0000921	ATR1120G001.1	GSVIVT01015558001, GSVIVT01035861001
OG0000922	ATR0210G038.1, ATR0680G014.1	GSVIVT01034048001
OG0000923	ATR0598G090.1, ATR0598G224.1	GSVIVT01019545001
OG0000924	ATR1126G004.1	GSVIVT01031496001, GSVIVT01033648001
OG0000925	ATR0626G153.1, ATR0665G581.1	GSVIVT01035583001
OG0000926	ATR0559G129.1	GSVIVT01027808001, GSVIVT01034174001
OG0000927	ATR0307G055.1, ATR0626G336.1	GSVIVT01032257001
OG0000928	ATR0693G175.1, ATR1091G012.1	GSVIVT01028186001
OG0000929	ATR0739G085.1	GSVIVT01001912001, GSVIVT01014079001
OG0000930	ATR0751G211.1, ATR0751G223.1	GSVIVT01008168001
OG0000931	ATR0697G098.1, ATR1120G135.1	GSVIVT01008045001
OG0000932	ATR0602G202.1, ATR1127G174.1	GSVIVT01038565001
OG0000933	ATR0177G034.1	GSVIVT01008110001, GSVIVT01032914001
OG0000934	ATR0568G047.1, ATR0776G045.1	GSVIVT01000974001
OG0000935	ATR0064G093.1, ATR0737G114.1	GSVIVT01008255001
OG0000936	ATR0807G183.1, ATR1145G102.1	GSVIVT01028661001
OG0000937	ATR0824G047.1, ATR0824G107.1	GSVIVT01008800001
OG0000938	ATR0680G143.1, ATR0680G222.1	GSVIVT01031495001
OG0000939	ATR0749G044.1	GSVIVT01035369001, GSVIVT01035370001
OG0000940	ATR0564G256.1, ATR0564G437.1	GSVIVT01019976001
OG0000941	ATR0737G014.1, ATR1101G108.1	GSVIVT01026328001
OG0000942	ATR0068G029.1, ATR0585G020.1	GSVIVT01009867001
OG0000943	ATR0564G298.1, ATR0564G300.1	GSVIVT01008995001
OG0000944	ATR0087G005.1, ATR0824G098.1	GSVIVT01030486001
OG0000945	ATR0618G193.1, ATR0618G302.1	GSVIVT01011540001
OG0000946	ATR0174G043.1, ATR0174G054.1	GSVIVT01024674001
OG0000947	ATR0730G220.1	GSVIVT01027796001, GSVIVT01027798001
OG0000948	ATR0083G031.1, ATR0665G592.1	GSVIVT01035788001
OG0000949	ATR0561G042.1, ATR0561G074.1	GSVIVT01008557001
OG0000950	ATR0057G094.1	GSVIVT01002195001, GSVIVT01006277001
OG0000951	ATR0763G050.1, ATR0763G256.1	GSVIVT01026281001
OG0000952	ATR0307G127.1, ATR0445G001.1	GSVIVT01036598001
OG0000953	ATR0824G152.1	GSVIVT01000583001, GSVIVT01003988001
OG0000954	ATR0602G232.1	GSVIVT01014262001, GSVIVT01021129001
OG0000955	ATR0706G282.1	GSVIVT01012633001, GSVIVT01030609001
OG0000956	ATR0064G067.1, ATR0317G091.1	GSVIVT01026782001
OG0000957	ATR0307G089.1	GSVIVT01012446001, GSVIVT01024648001
OG0000958	ATR0184G013.1	GSVIVT01001075001, GSVIVT01003719001
OG0000959	ATR0743G151.1	GSVIVT01024591001, GSVIVT01024855001
OG0000960	ATR0753G040.1, ATR0800G177.1	GSVIVT01008456001
OG0000961	ATR0693G094.1, ATR0693G339.1	GSVIVT01030008001
OG0000962	ATR0153G011.1, ATR0298G001.1	GSVIVT01010309001
OG0000963	ATR0796G130.1, ATR0796G288.1	GSVIVT01008822001
OG0000964	ATR0697G145.1, ATR0730G133.1	GSVIVT01017990001
OG0000965	ATR0661G539.1	GSVIVT01000477001, GSVIVT01008854001
OG0000966	ATR0559G113.1, ATR0680G177.1	GSVIVT01016507001
OG0000967	ATR0681G173.1, ATR0753G154.1	GSVIVT01024713001
OG0000968	ATR0757G117.1	GSVIVT01010664001, GSVIVT01018436001
OG0000969	ATR0810G224.1	GSVIVT01004910001, GSVIVT01027632001
OG0000970	ATR0001G035.1	GSVIVT01025429001, GSVIVT01025430001
OG0000971	ATR0691G146.1, ATR1125G045.1	GSVIVT01036529001
OG0000972	ATR1132G029.1	GSVIVT01025724001, GSVIVT01031515001
OG0000973	ATR1127G165.1, ATR1127G168.1	GSVIVT01007974001
OG0000974	ATR0686G217.1	GSVIVT01011773001, GSVIVT01011776001
OG0000975	ATR0580G286.1, ATR0580G400.1	GSVIVT01029251001
OG0000976	ATR0665G218.1	GSVIVT01001199001, GSVIVT01021831001
OG0000977	ATR0829G033.1, ATR0829G096.1	GSVIVT01013115001
OG0000978	ATR0681G379.1, ATR0827G043.1	GSVIVT01032385001
OG0000979	ATR0751G055.1, ATR0829G183.1	GSVIVT01029655001
OG0000980	ATR0208G005.1	GSVIVT01000125001, GSVIVT01009353001
OG0000981	ATR0751G230.1	GSVIVT01006374001, GSVIVT01008996001
OG0000982	ATR1152G065.1	GSVIVT01013796001, GSVIVT01013798001
OG0000983	ATR0829G014.1	GSVIVT01011242001, GSVIVT01013229001
OG0000984	ATR1149G078.1	GSVIVT01032513001, GSVIVT01032517001
OG0000985	ATR0618G058.1	GSVIVT01001945001, GSVIVT01035282001
OG0000986	ATR0633G001.1, ATR0810G137.1	GSVIVT01024110001
OG0000987	ATR0087G010.1	GSVIVT01004811001, GSVIVT01030488001
OG0000988	ATR0118G026.1, ATR0580G155.1	GSVIVT01035529001
OG0000989	ATR0561G141.1, ATR0827G076.1	GSVIVT01008552001
OG0000990	ATR0665G152.1	GSVIVT01004840001, GSVIVT01004842001
OG0000991	ATR0584G133.1, ATR0706G065.1	GSVIVT01003708001
OG0000992	ATR0752G207.1, ATR0767G227.1	GSVIVT01012511001
OG0000993	ATR0198G001.1, ATR0796G319.1	GSVIVT01028257001
OG0000994	ATR0605G164.1, ATR0605G311.1	GSVIVT01013420001
OG0000995	ATR0686G109.1, ATR0712G083.1	GSVIVT01037753001
OG0000996	ATR0751G037.1	GSVIVT01012784001, GSVIVT01014729001
OG0000997	ATR0665G280.1, ATR0684G037.1	GSVIVT01003683001
OG0000998	ATR1159G024.1	GSVIVT01025126001, GSVIVT01025128001
OG0000999	ATR1153G035.1	GSVIVT01011750001, GSVIVT01011751001
OG0001000	ATR0810G204.1	GSVIVT01009369001, GSVIVT01031063001
OG0001001	ATR0796G079.1	GSVIVT01013770001, GSVIVT01013781001
OG0001002	ATR0602G255.1, ATR1089G092.1	GSVIVT01027162001
OG0001003	ATR0691G112.1, ATR0706G054.1	GSVIVT01020602001
OG0001004	ATR0315G049.1, ATR0767G020.1	GSVIVT01009245001
OG0001005	ATR0665G188.1, ATR0665G328.1	GSVIVT01036100001
OG0001006	ATR0124G018.1, ATR0582G060.1	GSVIVT01025059001
OG0001007	ATR0582G069.1, ATR0706G190.1	GSVIVT01017805001
OG0001008	ATR0609G064.1, ATR0743G097.1	GSVIVT01019146001
OG0001009	ATR1153G056.1	GSVIVT01003721001, GSVIVT01035903001
OG0001010	ATR0012G029.1	GSVIVT01014169001, GSVIVT01021263001
OG0001011	ATR0739G038.1	GSVIVT01007389001, GSVIVT01009292001
OG0001012	ATR1120G043.1	GSVIVT01035848001, GSVIVT01035849001
OG0001013	ATR0051G023.1, ATR0661G012.1	GSVIVT01014657001
OG0001014	ATR0009G012.1	GSVIVT01009482001, GSVIVT01022127001
OG0001015	ATR0661G219.1	GSVIVT01024186001, GSVIVT01024193001
OG0001016	ATR0618G128.1, ATR0680G080.1	GSVIVT01032845001
OG0001017	ATR0752G033.1, ATR0807G252.1	GSVIVT01022297001
OG0001018	ATR0680G389.1	GSVIVT01023638001, GSVIVT01035980001
OG0001019	ATR0236G001.1, ATR0705G132.1	GSVIVT01016946001
OG0001020	ATR0665G436.1, ATR0903G001.1	GSVIVT01027655001
OG0001021	ATR0618G362.1, ATR0618G403.1	GSVIVT01010228001
OG0001022	ATR0598G207.1, ATR0598G352.1	GSVIVT01030393001
OG0001023	ATR0222G016.1, ATR0222G031.1	GSVIVT01025623001
OG0001024	ATR0665G113.1, ATR0749G020.1	GSVIVT01034672001
OG0001025	ATR0561G219.1	GSVIVT01019122001, GSVIVT01023201001
OG0001026	ATR0782G025.1, ATR0782G175.1	GSVIVT01009024001
OG0001027	ATR0594G100.1	GSVIVT01030266001, GSVIVT01032736001
OG0001028	ATR0796G276.1, ATR1152G010.1	GSVIVT01028133001
OG0001029	ATR0582G360.1, ATR0796G163.1	GSVIVT01017754001
OG0001030	ATR0068G040.1, ATR0580G444.1	GSVIVT01016088001
OG0001031	ATR0815G020.1	GSVIVT01015479001, GSVIVT01035801001
OG0001032	ATR0559G043.1, ATR0559G204.1	GSVIVT01016562001
OG0001033	ATR0111G010.1	GSVIVT01011481001, GSVIVT01012173001
OG0001034	ATR0706G199.1	GSVIVT01028062001, GSVIVT01031197001
OG0001035	ATR0820G161.1, ATR1096G070.1	GSVIVT01033793001
OG0001036	ATR0789G104.1, ATR0824G116.1	GSVIVT01018177001
OG0001037	ATR0605G171.1, ATR0733G168.1	GSVIVT01031897001
OG0001038	ATR0757G188.1	GSVIVT01027583001, GSVIVT01027584001
OG0001039	ATR0796G001.1, ATR0796G149.1	GSVIVT01027990001
OG0001040	ATR0763G031.1	GSVIVT01014308001, GSVIVT01014309001
OG0001041	ATR0665G523.1, ATR0737G091.1	GSVIVT01032750001
OG0001042	ATR0661G241.1	GSVIVT01015446001, GSVIVT01015447001
OG0001043	ATR0584G108.1, ATR0681G223.1	GSVIVT01022402001
OG0001044	ATR0691G195.1, ATR0827G109.1	GSVIVT01003168001
OG0001045	ATR0174G056.1	GSVIVT01024688001, GSVIVT01024690001
OG0001046	ATR1125G014.1	GSVIVT01011868001, GSVIVT01031007001
OG0001047	ATR0767G208.1, ATR1120G173.1	GSVIVT01015467001
OG0001048	ATR0820G154.1	GSVIVT01031382001, GSVIVT01034740001
OG0001049	ATR0057G129.1, ATR0705G063.1	GSVIVT01015491001
OG0001050	ATR0705G126.1	GSVIVT01010259001, GSVIVT01032336001
OG0001051	ATR0776G010.1, ATR0776G038.1	GSVIVT01020541001
OG0001052	ATR0757G218.1, ATR1089G014.1	GSVIVT01036284001
OG0001053	ATR0804G015.1	GSVIVT01031404001, GSVIVT01033775001
OG0001054	ATR0100G040.1, ATR0598G020.1	GSVIVT01011602001
OG0001055	ATR0138G014.1, ATR0661G090.1	GSVIVT01009813001
OG0001056	ATR0733G107.1, ATR0733G174.1	GSVIVT01002723001
OG0001057	ATR0174G001.1	GSVIVT01027913001, GSVIVT01028413001
OG0001058	ATR0697G130.1, ATR0736G219.1	GSVIVT01001980001
OG0001059	ATR1098G114.1	GSVIVT01027320001, GSVIVT01033616001
OG0001060	ATR0681G390.1	GSVIVT01024578001, GSVIVT01030202001
OG0001061	ATR0582G016.1, ATR0582G135.1	GSVIVT01008618001
OG0001062	ATR0064G022.1	GSVIVT01007885001, GSVIVT01032923001
OG0001063	ATR0691G187.1, ATR0776G106.1	GSVIVT01009682001
OG0001064	ATR0629G026.1, ATR0838G001.1	GSVIVT01019738001
OG0001065	ATR0579G009.1, ATR0580G178.1	GSVIVT01017842001
OG0001066	ATR0618G337.1, ATR0680G278.1	GSVIVT01024780001
OG0001067	ATR0681G017.1	GSVIVT01026314001, GSVIVT01026315001
OG0001068	ATR0317G130.1, ATR0317G133.1	GSVIVT01030107001
OG0001069	ATR0691G047.1	GSVIVT01023464001, GSVIVT01023467001
OG0001070	ATR0605G004.1, ATR0680G263.1	GSVIVT01016245001
OG0001071	ATR0001G061.1	GSVIVT01008093001, GSVIVT01020121001
OG0001072	ATR0326G049.1	GSVIVT01008387001, GSVIVT01008394001
OG0001073	ATR0561G223.1	GSVIVT01007578001, GSVIVT01021041001
OG0001074	ATR0073G008.1	GSVIVT01014291001, GSVIVT01021098001
OG0001075	ATR0618G329.1, ATR0680G135.1	GSVIVT01033975001
OG0001076	ATR0665G258.1	GSVIVT01017372001, GSVIVT01018132001
OG0001077	ATR0602G002.1	GSVIVT01014238001, GSVIVT01021166001
OG0001078	ATR0739G003.1	GSVIVT01015952001, GSVIVT01035885001
OG0001079	ATR0772G037.1, ATR0772G080.1	GSVIVT01033911001
OG0001080	ATR0585G044.1, ATR0749G054.1	GSVIVT01017638001
OG0001081	ATR0827G101.1	GSVIVT01012245001, GSVIVT01026037001
OG0001082	ATR0721G170.1, ATR0737G018.1	GSVIVT01011697001
OG0001083	ATR0665G045.1, ATR0680G433.1	GSVIVT01038580001
OG0001084	ATR0315G145.1	GSVIVT01035638001, GSVIVT01035671001
OG0001085	ATR0064G046.1, ATR0767G203.1	GSVIVT01012215001
OG0001086	ATR0680G191.1	GSVIVT01024982001, GSVIVT01034186001
OG0001087	ATR0584G254.1, ATR1096G110.1	GSVIVT01000233001
OG0001088	ATR0730G166.1, ATR0730G208.1	GSVIVT01028462001
OG0001089	ATR0605G169.1, ATR0618G201.1	GSVIVT01033843001
OG0001090	ATR0705G022.1	GSVIVT01015291001, GSVIVT01016967001
OG0001091	ATR0763G072.1, ATR0763G148.1	GSVIVT01020838001
OG0001092	ATR0705G200.1, ATR0796G338.1	GSVIVT01017759001
OG0001093	ATR0691G163.1, ATR0691G250.1	GSVIVT01010124001
OG0001094	ATR0721G126.1	GSVIVT01002904001, GSVIVT01020820001
OG0001095	ATR0332G007.1, ATR0824G270.1	GSVIVT01001165001
OG0001096	ATR0721G063.1	GSVIVT01005044001, GSVIVT01031545001
OG0001097	ATR0594G202.1, ATR0602G268.1	GSVIVT01024628001
OG0001098	ATR0057G064.1, ATR0705G008.1	GSVIVT01015272001
OG0001099	ATR0737G123.1, ATR1154G007.1	GSVIVT01007671001
OG0001100	ATR0733G120.1	GSVIVT01008697001, GSVIVT01018978001
OG0001101	ATR0481G002.1, ATR0481G008.1	GSVIVT01009898001
OG0001102	ATR0820G287.1, ATR1096G086.1	GSVIVT01031387001
OG0001103	ATR0304G018.1, ATR0776G002.1	GSVIVT01036124001
OG0001104	ATR0199G007.1, ATR0763G280.1	GSVIVT01013784001
OG0001105	ATR0598G108.1, ATR0598G315.1	GSVIVT01000454001
OG0001106	ATR0602G092.1, ATR0602G162.1	GSVIVT01019597001
OG0001107	ATR0626G013.1	GSVIVT01029553001, GSVIVT01031557001
OG0001108	ATR0012G012.1, ATR0681G126.1	GSVIVT01030233001
OG0001109	ATR0665G511.1, ATR0684G045.1	GSVIVT01005380001
OG0001110	ATR0807G060.1, ATR0824G179.1	GSVIVT01028311001
OG0001111	ATR1152G004.1	GSVIVT01001274001, GSVIVT01004774001
OG0001112	ATR0088G050.1	GSVIVT01016212001, GSVIVT01031471001
OG0001113	ATR0559G069.1, ATR0559G212.1	GSVIVT01034093001
OG0001114	ATR0012G043.1	GSVIVT01020749001, GSVIVT01021250001
OG0001115	ATR0584G279.1	GSVIVT01009469001, GSVIVT01031718001
OG0001116	ATR0332G028.1	GSVIVT01001153001, GSVIVT01001155001
OG0001117	ATR0049G049.1	GSVIVT01017353001, GSVIVT01026766001
OG0001118	ATR0049G034.1, ATR0605G363.1	GSVIVT01018382001
OG0001119	ATR0681G091.1	GSVIVT01025166001, GSVIVT01025658001
OG0001120	ATR0088G048.1, ATR0745G062.1	GSVIVT01029757001
OG0001121	ATR0624G079.1	GSVIVT01006103001, GSVIVT01037746001
OG0001122	ATR0155G001.1, ATR0807G043.1	GSVIVT01010884001
OG0001123	ATR0730G068.1, ATR1159G031.1	GSVIVT01025120001
OG0001124	ATR0681G188.1, ATR0681G341.1	GSVIVT01030474001
OG0001125	ATR0767G074.1, ATR0767G082.1	GSVIVT01015652001
OG0001126	ATR0681G285.1, ATR0709G025.1	GSVIVT01031779001
OG0001127	ATR0737G004.1	GSVIVT01005209001, GSVIVT01031364001
OG0001128	ATR0068G059.1, ATR0763G225.1	GSVIVT01018773001
OG0001129	ATR0217G002.1, ATR0618G359.1	GSVIVT01014303001
OG0001130	ATR0469G001.1, ATR1164G001.1	GSVIVT01031188001
OG0001131	ATR0594G230.1	GSVIVT01025106001, GSVIVT01025107001
OG0001132	ATR0580G052.1, ATR0789G048.1	GSVIVT01016092001
OG0001133	ATR0721G167.1	GSVIVT01033546001, GSVIVT01033548001
OG0001134	ATR0320G044.1	GSVIVT01017363001, GSVIVT01035873001
OG0001135	ATR0618G173.1, ATR0680G374.1	GSVIVT01019787001
OG0001136	ATR0620G126.1, ATR1131G029.1	GSVIVT01019727001
OG0001137	ATR0691G225.1, ATR0824G184.1	GSVIVT01014675001
OG0001138	ATR0594G055.1	GSVIVT01024632001, GSVIVT01032741001
OG0001139	ATR0580G331.1, ATR0829G168.1	GSVIVT01008268001
OG0001140	ATR0589G073.1	GSVIVT01037913001, GSVIVT01037915001
OG0001141	ATR0001G034.1	GSVIVT01018212001, GSVIVT01035966001
OG0001142	ATR0661G048.1, ATR0661G469.1	GSVIVT01026955001
OG0001143	ATR0111G018.1	GSVIVT01007932001, GSVIVT01011489001
OG0001144	ATR0051G062.1	GSVIVT01015930001, GSVIVT01029738001
OG0001145	ATR0763G234.1	GSVIVT01027810001, GSVIVT01027811001
OG0001146	ATR0691G125.1, ATR0761G001.1	GSVIVT01008197001
OG0001147	ATR0559G156.1, ATR0620G076.1	GSVIVT01026700001
OG0001148	ATR0693G086.1	GSVIVT01031256001, GSVIVT01034962001
OG0001149	ATR0684G095.1, ATR0705G103.1	GSVIVT01022826001
OG0001150	ATR0618G396.1	GSVIVT01012059001, GSVIVT01012062001
OG0001151	ATR1001G009.1, ATR1128G020.1	GSVIVT01030533001
OG0001152	ATR0057G125.1	GSVIVT01018281001, GSVIVT01018283001
OG0001153	ATR0730G096.1, ATR1131G025.1	GSVIVT01035092001
OG0001154	ATR0041G006.1	GSVIVT01030878001, GSVIVT01030879001
OG0001155	ATR0057G095.1, ATR0057G122.1	GSVIVT01014025001
OG0001156	ATR0829G227.1	GSVIVT01011709001, GSVIVT01023834001
OG0001157	ATR0796G206.1, ATR0800G016.1	GSVIVT01017923001
OG0001158	ATR0049G071.1, ATR0605G156.1	GSVIVT01033512001
OG0001159	ATR0001G009.1, ATR0322G038.1	GSVIVT01033437001
OG0001160	ATR0829G114.1	GSVIVT01017169001, GSVIVT01035718001
OG0001161	ATR0661G037.1, ATR0661G299.1	GSVIVT01007190001
OG0001162	ATR0564G016.1, ATR0564G305.1	GSVIVT01015537001
OG0001163	ATR0618G157.1, ATR0680G210.1	GSVIVT01034043001
OG0001164	ATR0589G029.1	GSVIVT01005206001, GSVIVT01005576001
OG0001165	ATR0661G108.1, ATR0800G060.1	GSVIVT01016863001
OG0001166	ATR0824G099.1	GSVIVT01002202001, GSVIVT01014709001
OG0001167	ATR0559G009.1	GSVIVT01016483001, GSVIVT01024874001
OG0001168	ATR0564G248.1	GSVIVT01020074001, GSVIVT01036940001
OG0001169	ATR0007G001.1, ATR0767G095.1, ATR1070G001.1	
OG0001170	ATR0691G213.1, ATR0739G192.1	GSVIVT01010122001
OG0001171	ATR0716G012.1	GSVIVT01012560001, GSVIVT01012573001
OG0001172	ATR0913G001.1, ATR0955G004.1	GSVIVT01024119001
OG0001173	ATR1127G033.1	GSVIVT01024562001, GSVIVT01032683001
OG0001174	ATR0122G003.1	GSVIVT01000558001, GSVIVT01003294001
OG0001175	ATR0048G001.1, ATR0165G008.1	GSVIVT01025195001
OG0001176	ATR0686G058.1	GSVIVT01001817001, GSVIVT01010363001
OG0001177	ATR0665G654.1	GSVIVT01000764001, GSVIVT01000765001
OG0001178	ATR0624G019.1	GSVIVT01030518001, GSVIVT01030523001
OG0001179	ATR0582G210.1, ATR0827G139.1	GSVIVT01000913001
OG0001180	ATR0681G029.1, ATR0681G313.1	GSVIVT01024596001
OG0001181	ATR0751G082.1, ATR0751G137.1	GSVIVT01026967001
OG0001182	ATR0691G231.1	GSVIVT01030099001, GSVIVT01030106001
OG0001183	ATR0824G056.1, ATR0824G100.1	GSVIVT01008498001
OG0001184	ATR0737G087.1	GSVIVT01017968001, GSVIVT01021854001
OG0001185	ATR0073G015.1, ATR0661G528.1	GSVIVT01005190001
OG0001186	ATR0564G285.1, ATR0810G077.1	GSVIVT01016695001
OG0001187	ATR0561G117.1, ATR0626G204.1	GSVIVT01017878001
OG0001188	ATR0749G008.1, ATR1155G034.1	GSVIVT01035410001
OG0001189	ATR0174G053.1, ATR0174G058.1	GSVIVT01024672001
OG0001190	ATR0681G156.1	GSVIVT01025165001, GSVIVT01025657001
OG0001191	ATR0618G005.1	GSVIVT01014589001, GSVIVT01030640001
OG0001192	ATR0705G123.1	GSVIVT01003953001, GSVIVT01012525001
OG0001193	ATR0006G024.1	GSVIVT01015053001, GSVIVT01016729001
OG0001194	ATR0115G003.1, ATR1126G056.1	GSVIVT01034558001
OG0001195	ATR0579G012.1, ATR0772G122.1	GSVIVT01033920001
OG0001196	ATR1127G090.1	GSVIVT01030174001, GSVIVT01032661001
OG0001197	ATR0810G096.1, ATR0810G205.1	GSVIVT01027625001
OG0001198	ATR0561G133.1, ATR0767G052.1	GSVIVT01009261001
OG0001199	ATR0251G001.1, ATR0905G001.1	GSVIVT01019903001
OG0001200	ATR0739G007.1	GSVIVT01020935001, GSVIVT01024287001
OG0001201	ATR0737G033.1, ATR0789G100.1	GSVIVT01016902001
OG0001202	ATR0222G018.1, ATR0706G097.1	GSVIVT01031123001
OG0001203	ATR1120G049.1, ATR1120G112.1	GSVIVT01035851001
OG0001204	ATR1153G042.1	GSVIVT01000109001, GSVIVT01000118001
OG0001205	ATR0787G017.1, ATR0787G223.1	GSVIVT01031314001
OG0001206	ATR0665G021.1, ATR0684G117.1	GSVIVT01009070001
OG0001207	ATR0706G267.1, ATR0807G207.1	GSVIVT01008654001
OG0001208	ATR0665G257.1, ATR0716G077.1	GSVIVT01015472001
OG0001209	ATR0829G089.1, ATR0829G220.1	GSVIVT01024369001
OG0001210	ATR0580G180.1	GSVIVT01023625001, GSVIVT01035976001
OG0001211	ATR1089G147.1	GSVIVT01037212001, GSVIVT01037215001
OG0001212	ATR1096G058.1	GSVIVT01014344001, GSVIVT01014347001
OG0001213	ATR0661G114.1	GSVIVT01023936001, GSVIVT01023937001
OG0001214	ATR0736G050.1, ATR1098G120.1	GSVIVT01028388001
OG0001215	ATR0582G099.1	GSVIVT01005677001, GSVIVT01032946001
OG0001216	ATR0763G075.1, ATR0807G145.1	GSVIVT01020828001
OG0001217	ATR0589G116.1	GSVIVT01012682001, GSVIVT01030453001
OG0001218	ATR0307G068.1, ATR0745G074.1	GSVIVT01000077001
OG0001219	ATR0737G150.1	GSVIVT01005210001, GSVIVT01020560001
