	Atr.cds
GF05080	ATR0736G094.1
GF05081	ATR1148G001.1
GF05082	ATR0733G162.1
GF05083	ATR1120G154.1
GF05084	ATR0743G009.1
GF05085	ATR0706G202.1
GF05086	ATR0680G239.1
GF05087	ATR0724G044.1
GF05088	ATR0730G017.1
GF05089	ATR0307G040.1
GF05090	ATR0605G298.1
GF05091	ATR0721G150.1
GF05092	ATR0757G223.1
GF05093	ATR0598G271.1
GF05094	ATR0626G076.1
GF05095	ATR0693G053.1
GF05096	ATR0751G024.1
GF05097	ATR0796G036.1
GF05098	ATR0681G022.1
GF05099	ATR0620G042.1
GF05100	ATR0705G036.1
GF05101	ATR0585G122.1
GF05102	ATR0706G194.1
GF05103	ATR0684G035.1
GF05104	ATR0602G269.1
GF05105	ATR0567G001.1
GF05106	ATR0827G170.1
GF05107	ATR0736G227.1
GF05108	ATR0629G113.1
GF05109	ATR0686G074.1
GF05110	ATR0743G251.1
GF05111	ATR0737G173.1
GF05112	ATR0691G285.1
GF05113	ATR0124G001.1
GF05114	ATR1125G043.1
GF05115	ATR0680G119.1
GF05116	ATR0693G166.1
GF05117	ATR0751G081.1
GF05118	ATR0794G073.1
GF05119	ATR0602G027.1
GF05120	ATR0589G014.1
GF05121	ATR0564G232.1
GF05122	ATR0796G336.1
GF05123	ATR1149G013.1
GF05124	ATR0661G066.1
GF05125	ATR0037G052.1
GF05126	ATR0721G141.1
GF05127	ATR1133G020.1
GF05128	ATR0618G151.1
GF05129	ATR0564G033.1
GF05130	ATR0810G266.1
GF05131	ATR0002G001.1
GF05132	ATR0743G140.1
GF05133	ATR0097G037.1
GF05134	ATR0582G010.1
GF05135	ATR1093G055.1
GF05136	ATR0706G094.1
GF05137	ATR0048G021.1
GF05138	ATR0693G079.1
GF05139	ATR0751G014.1
GF05140	ATR0626G060.1
GF05141	ATR0604G001.1
GF05142	ATR0564G162.1
GF05143	ATR0626G042.1
GF05144	ATR0739G152.1
GF05145	ATR0605G104.1
GF05146	ATR0752G088.1
GF05147	ATR0665G310.1
GF05148	ATR0684G211.1
GF05149	ATR0466G001.1
GF05150	ATR0602G119.1
GF05151	ATR0693G193.1
GF05152	ATR0753G132.1
GF05153	ATR1132G038.1
GF05154	ATR1128G028.1
GF05155	ATR0001G042.1
GF05156	ATR0693G241.1
GF05157	ATR0594G217.1
GF05158	ATR0105G010.1
GF05159	ATR0174G048.1
GF05160	ATR0141G001.1
GF05161	ATR1153G020.1
GF05162	ATR0613G001.1
GF05163	ATR0824G252.1
GF05164	ATR1125G036.1
GF05165	ATR1159G061.1
GF05166	ATR0661G516.1
GF05167	ATR1094G017.1
GF05168	ATR0037G029.1
GF05169	ATR0304G024.1
GF05170	ATR0579G106.1
GF05171	ATR0605G206.1
GF05172	ATR0745G009.1
GF05173	ATR0767G069.1
GF05174	ATR0109G011.1
GF05175	ATR0269G001.1
GF05176	ATR0745G066.1
GF05177	ATR0829G103.1
GF05178	ATR0665G464.1
GF05179	ATR0589G005.1
GF05180	ATR0315G041.1
GF05181	ATR0824G011.1
GF05182	ATR0665G046.1
GF05183	ATR0693G450.1
GF05184	ATR0681G044.1
GF05185	ATR0824G109.1
GF05186	ATR0991G003.1
GF05187	ATR0681G085.1
GF05188	ATR0152G004.1
GF05189	ATR0706G210.1
GF05190	ATR0684G004.1
GF05191	ATR0304G021.1
GF05192	ATR0706G072.1
GF05193	ATR0620G089.1
GF05194	ATR0006G024.1
GF05195	ATR1098G082.1
GF05196	ATR1159G041.1
GF05197	ATR0090G028.1
GF05198	ATR1091G005.1
GF05199	ATR0580G001.1
GF05200	ATR0767G084.1
GF05201	ATR0322G005.1
GF05202	ATR0824G193.1
GF05203	ATR1153G006.1
GF05204	ATR0721G100.1
GF05205	ATR0171G026.1
GF05206	ATR0733G133.1
GF05207	ATR0225G009.1
GF05208	ATR0665G258.1
GF05209	ATR0743G149.1
GF05210	ATR0820G076.1
GF05211	ATR1145G017.1
GF05212	ATR0081G060.1
GF05213	ATR0693G143.1
GF05214	ATR0177G008.1
GF05215	ATR0716G089.1
GF05216	ATR0210G050.1
GF05217	ATR0626G256.1
GF05218	ATR0274G001.1
GF05219	ATR0049G025.1
GF05220	ATR0730G159.1
GF05221	ATR0559G098.1
GF05222	ATR0665G178.1
GF05223	ATR0751G088.1
GF05224	ATR0665G156.1
GF05225	ATR1089G139.1
GF05226	ATR0824G186.1
GF05227	ATR0184G007.1
GF05228	ATR0022G026.1
GF05229	ATR0691G022.1
GF05230	ATR0564G322.1
GF05231	ATR0752G036.1
GF05232	ATR0033G015.1
GF05233	ATR0568G020.1
GF05234	ATR0320G020.1
GF05235	ATR0660G006.1
GF05236	ATR0697G292.1
GF05237	ATR0559G247.1
GF05238	ATR1153G017.1
GF05239	ATR0772G187.1
GF05240	ATR0665G077.1
GF05241	ATR1091G035.1
GF05242	ATR0763G278.1
GF05243	ATR0561G088.1
GF05244	ATR1100G048.1
GF05245	ATR0776G055.1
GF05246	ATR0712G116.1
GF05247	ATR0661G519.1
GF05248	ATR1087G001.1
GF05249	ATR1153G008.1
GF05250	ATR0733G179.1
GF05251	ATR0680G062.1
GF05252	ATR0636G001.1
GF05253	ATR0618G149.1
GF05254	ATR1128G128.1
GF05255	ATR0767G039.1
GF05256	ATR0315G079.1
GF05257	ATR0618G115.1
GF05258	ATR0693G119.1
GF05259	ATR1154G001.1
GF05260	ATR0680G024.1
GF05261	ATR0815G019.1
GF05262	ATR0580G175.1
GF05263	ATR1102G013.1
GF05264	ATR1126G055.1
GF05265	ATR0752G142.1
GF05266	ATR0315G106.1
GF05267	ATR0684G175.1
GF05268	ATR1089G024.1
GF05269	ATR0178G022.1
GF05270	ATR0745G023.1
GF05271	ATR1101G052.1
GF05272	ATR0665G329.1
GF05273	ATR0626G280.1
GF05274	ATR0561G067.1
GF05275	ATR0580G242.1
GF05276	ATR0807G194.1
GF05277	ATR0787G204.1
GF05278	ATR1125G085.1
GF05279	ATR0315G066.1
GF05280	ATR0568G098.1
GF05281	ATR0332G067.1
GF05282	ATR0665G039.1
GF05283	ATR0580G071.1
GF05284	ATR0605G177.1
GF05285	ATR0589G087.1
GF05286	ATR1093G010.1
GF05287	ATR0598G065.1
GF05288	ATR0626G390.1
GF05289	ATR1134G052.1
GF05290	ATR0733G084.1
GF05291	ATR0684G123.1
GF05292	ATR1152G103.1
GF05293	ATR0315G007.1
GF05294	ATR0564G262.1
GF05295	ATR0582G234.1
GF05296	ATR0829G066.1
GF05297	ATR0693G313.1
GF05298	ATR0147G018.1
GF05299	ATR0691G038.1
GF05300	ATR0115G006.1
GF05301	ATR0030G058.1
GF05302	ATR0665G095.1
GF05303	ATR0633G004.1
GF05304	ATR0564G330.1
GF05305	ATR1120G097.1
GF05306	ATR0329G028.1
GF05307	ATR0121G011.1
GF05308	ATR0499G010.1
GF05309	ATR0068G017.1
GF05310	ATR0706G209.1
GF05311	ATR0559G001.1
GF05312	ATR0618G295.1
GF05313	ATR0730G186.1
GF05314	ATR0049G031.1
GF05315	ATR0661G028.1
GF05316	ATR0661G385.1
GF05317	ATR0177G059.1
GF05318	ATR0225G007.1
GF05319	ATR0787G085.1
GF05320	ATR0188G018.1
GF05321	ATR0827G087.1
GF05322	ATR0618G369.1
GF05323	ATR0763G063.1
GF05324	ATR0693G283.1
GF05325	ATR1149G030.1
GF05326	ATR1127G201.1
GF05327	ATR0681G306.1
GF05328	ATR0178G024.1
GF05329	ATR1120G172.1
GF05330	ATR1152G035.1
GF05331	ATR0693G043.1
GF05332	ATR1153G054.1
GF05333	ATR0317G095.1
GF05334	ATR1154G047.1
GF05335	ATR0681G101.1
GF05336	ATR0820G003.1
GF05337	ATR0800G077.1
GF05338	ATR0629G039.1
GF05339	ATR0810G097.1
GF05340	ATR0665G035.1
GF05341	ATR0794G094.1
GF05342	ATR1100G012.1
GF05343	ATR1098G154.1
GF05344	ATR0680G218.1
GF05345	ATR0665G111.1
GF05346	ATR0767G217.1
GF05347	ATR0605G198.1
GF05348	ATR1126G024.1
GF05349	ATR0684G038.1
GF05350	ATR0489G001.1
GF05351	ATR0827G171.1
GF05352	ATR0693G271.1
GF05353	ATR0739G137.1
GF05354	ATR0796G129.1
GF05355	ATR0846G001.1
GF05356	ATR0736G087.1
GF05357	ATR1029G002.1
GF05358	ATR0585G132.1
GF05359	ATR0661G488.1
GF05360	ATR0620G045.1
GF05361	ATR0730G065.1
GF05362	ATR0745G020.1
GF05363	ATR0693G021.1
GF05364	ATR0561G223.1
GF05365	ATR0605G172.1
GF05366	ATR0665G072.1
GF05367	ATR0051G062.1
GF05368	ATR0579G004.1
GF05369	ATR0199G044.1
GF05370	ATR0782G111.1
GF05371	ATR1158G040.1
GF05372	ATR1153G111.1
GF05373	ATR0661G439.1
GF05374	ATR0584G200.1
GF05375	ATR0511G001.1
GF05376	ATR0605G135.1
GF05377	ATR1093G014.1
GF05378	ATR0772G072.1
GF05379	ATR0610G002.1
GF05380	ATR0579G142.1
GF05381	ATR0021G046.1
GF05382	ATR0716G056.1
GF05383	ATR0686G233.1
GF05384	ATR0751G103.1
GF05385	ATR0609G130.1
GF05386	ATR1132G033.1
GF05387	ATR1149G019.1
GF05388	ATR0564G244.1
GF05389	ATR0787G060.1
GF05390	ATR0568G188.1
GF05391	ATR0580G303.1
GF05392	ATR0691G115.1
GF05393	ATR0582G254.1
GF05394	ATR0580G415.1
GF05395	ATR0219G005.1
GF05396	ATR0564G166.1
GF05397	ATR0807G246.1
GF05398	ATR0006G039.1
GF05399	ATR0605G192.1
GF05400	ATR1050G001.1
GF05401	ATR0626G292.1
GF05402	ATR0733G181.1
GF05403	ATR0686G130.1
GF05404	ATR0757G122.1
GF05405	ATR0712G013.1
GF05406	ATR0810G122.1
GF05407	ATR0752G218.1
GF05408	ATR0561G264.1
GF05409	ATR0681G104.1
GF05410	ATR0691G248.1
GF05411	ATR0751G270.1
GF05412	ATR0789G113.1
GF05413	ATR0733G009.1
GF05414	ATR0733G260.1
GF05415	ATR0776G008.1
GF05416	ATR0753G133.1
GF05417	ATR0561G252.1
GF05418	ATR1101G021.1
GF05419	ATR0686G032.1
GF05420	ATR0661G422.1
GF05421	ATR0763G134.1
GF05422	ATR0796G237.1
GF05423	ATR0564G456.1
GF05424	ATR1098G002.1
GF05425	ATR1156G007.1
GF05426	ATR1120G174.1
GF05427	ATR1128G067.1
GF05428	ATR0568G076.1
GF05429	ATR0686G020.1
GF05430	ATR0598G174.1
GF05431	ATR0150G021.1
GF05432	ATR0582G048.1
GF05433	ATR0810G283.1
GF05434	ATR0693G409.1
GF05435	ATR0824G225.1
GF05436	ATR0824G256.1
GF05437	ATR0579G070.1
GF05438	ATR0626G075.1
GF05439	ATR0665G403.1
GF05440	ATR0561G239.1
GF05441	ATR0132G001.1
GF05442	ATR1132G068.1
GF05443	ATR0111G007.1
GF05444	ATR0046G002.1
GF05445	ATR0693G093.1
GF05446	ATR0180G001.1
GF05447	ATR1155G049.1
GF05448	ATR0048G028.1
GF05449	ATR0589G067.1
GF05450	ATR1152G040.1
GF05451	ATR0691G116.1
GF05452	ATR0751G015.1
GF05453	ATR0322G015.1
GF05454	ATR0193G048.1
GF05455	ATR1145G016.1
GF05456	ATR0582G171.1
GF05457	ATR0626G096.1
GF05458	ATR0582G157.1
GF05459	ATR0794G010.1
GF05460	ATR0022G011.1
GF05461	ATR0737G170.1
GF05462	ATR0307G086.1
GF05463	ATR0751G265.1
GF05464	ATR0730G019.1
GF05465	ATR0451G001.1
GF05466	ATR0057G061.1
GF05467	ATR0012G005.1
GF05468	ATR0111G028.1
GF05469	ATR0757G171.1
GF05470	ATR0626G168.1
GF05471	ATR0752G196.1
GF05472	ATR0681G202.1
GF05473	ATR0749G070.1
GF05474	ATR0820G057.1
GF05475	ATR0787G086.1
GF05476	ATR0772G006.1
GF05477	ATR0824G240.1
GF05478	ATR0099G062.1
GF05479	ATR0691G211.1
GF05480	ATR1156G038.1
GF05481	ATR0739G206.1
GF05482	ATR0789G189.1
GF05483	ATR0127G014.1
GF05484	ATR0304G013.1
GF05485	ATR0589G111.1
GF05486	ATR0605G001.1
GF05487	ATR0618G347.1
GF05488	ATR0681G089.1
GF05489	ATR0729G001.1
GF05490	ATR0763G144.1
GF05491	ATR0559G165.1
GF05492	ATR1089G117.1
GF05493	ATR0605G256.1
GF05494	ATR0691G253.1
GF05495	ATR0721G160.1
GF05496	ATR1156G074.1
GF05497	ATR0782G064.1
GF05498	ATR0757G022.1
GF05499	ATR0743G281.1
GF05500	ATR0767G249.1
GF05501	ATR0796G263.1
GF05502	ATR1101G048.1
GF05503	ATR0620G142.1
GF05504	ATR0315G019.1
GF05505	ATR0691G207.1
GF05506	ATR1132G032.1
GF05507	ATR0088G050.1
GF05508	ATR0721G165.1
GF05509	ATR0737G113.1
GF05510	ATR0518G001.1
GF05511	ATR0810G272.1
GF05512	ATR0733G192.1
GF05513	ATR0111G026.1
GF05514	ATR0752G009.1
GF05515	ATR0081G069.1
GF05516	ATR1136G140.1
GF05517	ATR0059G033.1
GF05518	ATR1128G125.1
GF05519	ATR0753G085.1
GF05520	ATR0582G239.1
GF05521	ATR0064G051.1
GF05522	ATR0081G030.1
GF05523	ATR0739G087.1
GF05524	ATR0794G069.1
GF05525	ATR0064G062.1
GF05526	ATR0794G071.1
GF05527	ATR0824G177.1
GF05528	ATR0681G092.1
GF05529	ATR0582G156.1
GF05530	ATR0568G075.1
GF05531	ATR0772G086.1
GF05532	ATR0003G025.1
GF05533	ATR0329G023.1
GF05534	ATR0680G101.1
GF05535	ATR0071G012.1
GF05536	ATR0737G148.1
GF05537	ATR0824G183.1
GF05538	ATR0737G125.1
GF05539	ATR0605G282.1
GF05540	ATR0006G021.1
GF05541	ATR0126G004.1
GF05542	ATR0044G041.1
GF05543	ATR0064G041.1
GF05544	ATR0621G005.1
GF05545	ATR0789G098.1
GF05546	ATR0626G015.1
GF05547	ATR0097G033.1
GF05548	ATR0043G013.1
GF05549	ATR0557G001.1
GF05550	ATR0661G433.1
GF05551	ATR0804G035.1
GF05552	ATR0730G013.1
GF05553	ATR0602G155.1
GF05554	ATR0033G025.1
GF05555	ATR0620G114.1
GF05556	ATR1173G001.1
GF05557	ATR0329G058.1
GF05558	ATR1136G066.1
GF05559	ATR0605G023.1
GF05560	ATR0585G035.1
GF05561	ATR0751G039.1
GF05562	ATR0564G234.1
GF05563	ATR0712G045.1
GF05564	ATR0609G058.1
GF05565	ATR0810G276.1
GF05566	ATR1132G009.1
GF05567	ATR0693G249.1
GF05568	ATR0605G293.1
GF05569	ATR0736G102.1
GF05570	ATR0743G141.1
GF05571	ATR0564G533.1
GF05572	ATR0122G010.1
GF05573	ATR0598G069.1
GF05574	ATR0686G160.1
GF05575	ATR0686G081.1
GF05576	ATR0180G006.1
GF05577	ATR0109G003.1
GF05578	ATR0100G008.1
GF05579	ATR0824G003.1
GF05580	ATR0598G262.1
GF05581	ATR0219G012.1
GF05582	ATR0561G146.1
GF05583	ATR0763G204.1
GF05584	ATR0693G016.1
GF05585	ATR0057G028.1
GF05586	ATR0796G262.1
GF05587	ATR0665G157.1
GF05588	ATR0684G129.1
GF05589	ATR0743G098.1
GF05590	ATR0322G062.1
GF05591	ATR0584G157.1
GF05592	ATR0739G146.1
GF05593	ATR0807G214.1
GF05594	ATR0705G196.1
GF05595	ATR0104G007.1
GF05596	ATR1089G153.1
GF05597	ATR0213G027.1
GF05598	ATR0564G028.1
GF05599	ATR0691G192.1
GF05600	ATR1091G042.1
GF05601	ATR0739G018.1
GF05602	ATR1134G124.1
GF05603	ATR0580G166.1
GF05604	ATR1156G034.1
GF05605	ATR0618G298.1
GF05606	ATR0097G024.1
GF05607	ATR0665G232.1
GF05608	ATR0661G572.1
GF05609	ATR0598G288.1
GF05610	ATR0733G108.1
GF05611	ATR0559G074.1
GF05612	ATR0739G143.1
GF05613	ATR0304G009.1
GF05614	ATR0829G167.1
GF05615	ATR0559G062.1
GF05616	ATR0177G010.1
GF05617	ATR0743G185.1
GF05618	ATR0815G040.1
GF05619	ATR1098G133.1
GF05620	ATR0782G165.1
GF05621	ATR0559G044.1
GF05622	ATR1101G036.1
GF05623	ATR0767G001.1
GF05624	ATR0626G148.1
GF05625	ATR0580G255.1
GF05626	ATR0561G221.1
GF05627	ATR1126G079.1
GF05628	ATR0287G001.1
GF05629	ATR0697G261.1
GF05630	ATR1091G059.1
GF05631	ATR0757G074.1
GF05632	ATR0693G055.1
GF05633	ATR0559G110.1
GF05634	ATR0733G151.1
GF05635	ATR0693G245.1
GF05636	ATR0804G069.1
GF05637	ATR0559G357.1
GF05638	ATR0204G001.1
GF05639	ATR0739G065.1
GF05640	ATR0329G070.1
GF05641	ATR0057G026.1
GF05642	ATR0824G172.1
GF05643	ATR0626G352.1
GF05644	ATR0739G015.1
GF05645	ATR0105G026.1
GF05646	ATR0815G029.1
GF05647	ATR1131G053.1
GF05648	ATR0580G212.1
GF05649	ATR0743G122.1
GF05650	ATR0580G137.1
GF05651	ATR0057G110.1
GF05652	ATR0661G403.1
GF05653	ATR0037G026.1
GF05654	ATR0193G009.1
GF05655	ATR0602G156.1
GF05656	ATR0723G018.1
GF05657	ATR1089G142.1
GF05658	ATR0559G068.1
GF05659	ATR0827G115.1
GF05660	ATR0602G186.1
GF05661	ATR0583G001.1
GF05662	ATR0602G016.1
GF05663	ATR0579G032.1
GF05664	ATR1132G107.1
GF05665	ATR0582G201.1
GF05666	ATR0582G111.1
GF05667	ATR0693G105.1
GF05668	ATR0736G006.1
GF05669	ATR0796G056.1
GF05670	ATR0064G066.1
GF05671	ATR0721G007.1
GF05672	ATR1127G131.1
GF05673	ATR0048G054.1
GF05674	ATR1098G087.1
GF05675	ATR0807G226.1
GF05676	ATR0152G014.1
GF05677	ATR0138G020.1
GF05678	ATR0757G160.1
GF05679	ATR0759G114.1
GF05680	ATR0796G133.1
GF05681	ATR0733G143.1
GF05682	ATR0069G038.1
GF05683	ATR0706G191.1
GF05684	ATR0559G356.1
GF05685	ATR0043G024.1
GF05686	ATR0585G045.1
GF05687	ATR0090G013.1
GF05688	ATR0605G147.1
GF05689	ATR0737G015.1
GF05690	ATR0730G178.1
GF05691	ATR0021G039.1
GF05692	ATR0789G051.1
GF05693	ATR1128G047.1
GF05694	ATR0594G089.1
GF05695	ATR0081G002.1
GF05696	ATR1158G027.1
GF05697	ATR0712G091.1
GF05698	ATR0624G046.1
GF05699	ATR0665G361.1
GF05700	ATR0684G015.1
GF05701	ATR0684G170.1
GF05702	ATR0259G001.1
GF05703	ATR0757G107.1
GF05704	ATR0705G198.1
GF05705	ATR0618G142.1
GF05706	ATR1134G028.1
GF05707	ATR0564G323.1
GF05708	ATR0681G246.1
GF05709	ATR0665G640.1
GF05710	ATR0626G344.1
GF05711	ATR0739G082.1
GF05712	ATR0753G123.1
GF05713	ATR0759G103.1
GF05714	ATR0605G385.1
GF05715	ATR0733G191.1
GF05716	ATR0609G088.1
GF05717	ATR0320G042.1
GF05718	ATR0815G076.1
GF05719	ATR0712G070.1
GF05720	ATR0665G007.1
GF05721	ATR0824G205.1
GF05722	ATR0579G161.1
GF05723	ATR1088G029.1
GF05724	ATR1091G104.1
GF05725	ATR0470G001.1
GF05726	ATR0927G006.1
GF05727	ATR1149G074.1
GF05728	ATR0152G021.1
GF05729	ATR0561G243.1
GF05730	ATR1131G056.1
GF05731	ATR0559G099.1
GF05732	ATR0767G215.1
GF05733	ATR0598G205.1
GF05734	ATR0712G142.1
GF05735	ATR0560G001.1
GF05736	ATR0829G052.1
GF05737	ATR0743G179.1
GF05738	ATR0693G452.1
GF05739	ATR0605G153.1
GF05740	ATR0629G120.1
GF05741	ATR0693G264.1
GF05742	ATR0753G151.1
GF05743	ATR0605G225.1
GF05744	ATR0743G085.1
GF05745	ATR0021G050.1
GF05746	ATR0665G434.1
GF05747	ATR0037G046.1
GF05748	ATR0104G015.1
GF05749	ATR0579G085.1
GF05750	ATR0146G003.1
GF05751	ATR0052G001.1
GF05752	ATR0620G074.1
GF05753	ATR0626G327.1
GF05754	ATR1091G078.1
GF05755	ATR0829G023.1
GF05756	ATR1128G113.1
GF05757	ATR0706G108.1
GF05758	ATR0048G056.1
GF05759	ATR1158G012.1
GF05760	ATR0150G008.1
GF05761	ATR0693G181.1
GF05762	ATR0481G015.1
GF05763	ATR0680G417.1
GF05764	ATR0605G325.1
GF05765	ATR0568G168.1
GF05766	ATR0009G019.1
GF05767	ATR0776G068.1
GF05768	ATR0618G375.1
GF05769	ATR0693G124.1
GF05770	ATR0559G302.1
GF05771	ATR1093G025.1
GF05772	ATR0789G170.1
GF05773	ATR0787G181.1
GF05774	ATR0807G146.1
GF05775	ATR0691G101.1
GF05776	ATR0629G008.1
GF05777	ATR0789G015.1
GF05778	ATR0322G066.1
GF05779	ATR0691G066.1
GF05780	ATR0661G395.1
GF05781	ATR0582G130.1
GF05782	ATR0796G118.1
GF05783	ATR0579G037.1
GF05784	ATR0739G006.1
GF05785	ATR0311G001.1
GF05786	ATR0789G044.1
GF05787	ATR0752G229.1
GF05788	ATR1133G029.1
GF05789	ATR0767G054.1
GF05790	ATR0127G010.1
GF05791	ATR0681G377.1
GF05792	ATR0064G092.1
GF05793	ATR0796G255.1
GF05794	ATR0697G150.1
GF05795	ATR0787G220.1
GF05796	ATR1104G001.1
GF05797	ATR0624G052.1
GF05798	ATR0737G120.1
GF05799	ATR0582G251.1
GF05800	ATR0559G123.1
GF05801	ATR0686G146.1
GF05802	ATR0582G056.1
GF05803	ATR0088G052.1
GF05804	ATR0665G332.1
GF05805	ATR0767G145.1
GF05806	ATR0829G118.1
GF05807	ATR0705G206.1
GF05808	ATR0561G254.1
GF05809	ATR0661G410.1
GF05810	ATR0124G026.1
GF05811	ATR0602G125.1
GF05812	ATR0665G445.1
GF05813	ATR0239G001.1
GF05814	ATR0829G004.1
GF05815	ATR1149G097.1
GF05816	ATR0057G114.1
GF05817	ATR0697G227.1
GF05818	ATR0307G046.1
GF05819	ATR0736G210.1
GF05820	ATR0693G042.1
GF05821	ATR0661G453.1
GF05822	ATR0619G001.1
GF05823	ATR0712G027.1
GF05824	ATR1132G103.1
GF05825	ATR0069G023.1
GF05826	ATR0083G072.1
GF05827	ATR0753G159.1
GF05828	ATR0732G001.1
GF05829	ATR0815G038.1
GF05830	ATR0767G226.1
GF05831	ATR1155G018.1
GF05832	ATR0723G063.1
GF05833	ATR0753G086.1
GF05834	ATR0691G278.1
GF05835	ATR0053G036.1
GF05836	ATR0059G039.1
GF05837	ATR1126G062.1
GF05838	ATR1134G073.1
GF05839	ATR1125G012.1
GF05840	ATR1152G043.1
GF05841	ATR0624G122.1
GF05842	ATR0026G021.1
GF05843	ATR0559G175.1
GF05844	ATR0149G006.1
GF05845	ATR0752G213.1
GF05846	ATR0602G036.1
GF05847	ATR0693G244.1
GF05848	ATR0752G060.1
GF05849	ATR0304G048.1
GF05850	ATR0680G069.1
GF05851	ATR0582G376.1
GF05852	ATR0579G013.1
GF05853	ATR0598G333.1
GF05854	ATR1136G103.1
GF05855	ATR0138G002.1
GF05856	ATR0620G055.1
GF05857	ATR0753G150.1
GF05858	ATR0057G022.1
GF05859	ATR0693G195.1
GF05860	ATR0626G023.1
GF05861	ATR0037G032.1
GF05862	ATR0757G119.1
GF05863	ATR0680G353.1
GF05864	ATR0661G065.1
GF05865	ATR0580G316.1
GF05866	ATR1159G023.1
GF05867	ATR0064G018.1
GF05868	ATR1133G045.1
GF05869	ATR0655G001.1
GF05870	ATR0757G009.1
GF05871	ATR0680G088.1
GF05872	ATR1125G126.1
GF05873	ATR0059G006.1
GF05874	ATR0332G095.1
GF05875	ATR0810G240.1
GF05876	ATR0810G019.1
GF05877	ATR0661G161.1
GF05878	ATR0559G091.1
GF05879	ATR0665G540.1
GF05880	ATR0594G080.1
GF05881	ATR0796G103.1
GF05882	ATR0763G045.1
GF05883	ATR0815G041.1
GF05884	ATR0796G120.1
GF05885	ATR0681G057.1
GF05886	ATR0730G012.1
GF05887	ATR0579G131.1
GF05888	ATR0737G133.1
GF05889	ATR0730G067.1
GF05890	ATR0733G198.1
GF05891	ATR0584G130.1
GF05892	ATR0037G068.1
GF05893	ATR0618G402.1
GF05894	ATR0584G234.1
GF05895	ATR0753G149.1
GF05896	ATR1149G152.1
GF05897	ATR0730G100.1
GF05898	ATR0618G233.1
GF05899	ATR0602G018.1
GF05900	ATR0205G003.1
GF05901	ATR0824G263.1
GF05902	ATR1136G011.1
GF05903	ATR0665G163.1
GF05904	ATR0561G232.1
GF05905	ATR0003G031.1
GF05906	ATR0749G034.1
GF05907	ATR0684G194.1
GF05908	ATR0051G003.1
GF05909	ATR0561G176.1
GF05910	ATR0564G329.1
GF05911	ATR0081G034.1
GF05912	ATR0693G261.1
GF05913	ATR0736G001.1
GF05914	ATR0580G115.1
GF05915	ATR0564G091.1
GF05916	ATR0665G626.1
GF05917	ATR0602G100.1
GF05918	ATR0705G084.1
GF05919	ATR0752G156.1
GF05920	ATR0053G038.1
GF05921	ATR0580G118.1
GF05922	ATR1120G199.1
GF05923	ATR0421G001.1
GF05924	ATR0041G025.1
GF05925	ATR1149G065.1
GF05926	ATR0665G655.1
GF05927	ATR0620G133.1
GF05928	ATR0686G127.1
GF05929	ATR0697G068.1
GF05930	ATR0789G042.1
GF05931	ATR0580G169.1
GF05932	ATR0661G182.1
GF05933	ATR0796G227.1
GF05934	ATR1147G002.1
GF05935	ATR0113G006.1
GF05936	ATR0885G001.1
GF05937	ATR0680G273.1
GF05938	ATR0051G008.1
GF05939	ATR0829G060.1
GF05940	ATR0598G118.1
GF05941	ATR0807G117.1
GF05942	ATR0609G025.1
GF05943	ATR0559G266.1
GF05944	ATR0049G060.1
GF05945	ATR0147G008.1
GF05946	ATR0100G023.1
GF05947	ATR0215G030.1
GF05948	ATR0661G072.1
GF05949	ATR0796G003.1
GF05950	ATR1120G132.1
GF05951	ATR0624G041.1
GF05952	ATR1120G118.1
GF05953	ATR0326G008.1
GF05954	ATR0149G009.1
GF05955	ATR1101G103.1
GF05956	ATR0624G030.1
GF05957	ATR0762G034.1
GF05958	ATR0598G202.1
GF05959	ATR0693G413.1
GF05960	ATR1132G104.1
GF05961	ATR0108G002.1
GF05962	ATR0743G220.1
GF05963	ATR0585G004.1
GF05964	ATR1134G032.1
GF05965	ATR0998G001.1
GF05966	ATR0582G188.1
GF05967	ATR0810G030.1
GF05968	ATR0810G183.1
GF05969	ATR0681G220.1
GF05970	ATR0057G018.1
GF05971	ATR0586G003.1
GF05972	ATR1153G031.1
GF05973	ATR0820G103.1
GF05974	ATR0580G221.1
GF05975	ATR0800G148.1
GF05976	ATR0099G054.1
GF05977	ATR0737G086.1
GF05978	ATR0763G237.1
GF05979	ATR0827G008.1
GF05980	ATR0772G045.1
GF05981	ATR0585G019.1
GF05982	ATR0559G133.1
GF05983	ATR1156G009.1
GF05984	ATR0090G038.1
GF05985	ATR0680G013.1
GF05986	ATR0582G351.1
GF05987	ATR0030G052.1
GF05988	ATR0584G246.1
GF05989	ATR1136G170.1
GF05990	ATR1145G049.1
GF05991	ATR1154G005.1
GF05992	ATR1128G029.1
GF05993	ATR1136G113.1
GF05994	ATR0218G001.1
GF05995	ATR0661G107.1
GF05996	ATR0739G028.1
GF05997	ATR0824G077.1
GF05998	ATR0584G288.1
GF05999	ATR0584G222.1
GF06000	ATR0697G267.1
GF06001	ATR0693G112.1
GF06002	ATR0794G034.1
GF06003	ATR0580G447.1
GF06004	ATR0807G132.1
GF06005	ATR0794G075.1
GF06006	ATR0559G067.1
GF06007	ATR0609G031.1
GF06008	ATR0618G141.1
GF06009	ATR0605G334.1
GF06010	ATR0706G040.1
GF06011	ATR0751G078.1
